-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-1.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.800000	0.050000	0.810000	0.185000	0.005000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.600000	0.100000	0.640000	0.340000	0.020000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.400000	0.150000	0.490000	0.465000	0.045000	0.000000	
-0.200000	0.200000	0.360000	0.560000	0.080000	0.000000	
-0.200000	0.200000	0.360000	0.560000	0.080000	0.000000	
-0.200000	0.200000	0.360000	0.560000	0.080000	0.000000	
-0.200000	0.200000	0.360000	0.560000	0.080000	0.000000	
-0.200000	0.200000	0.360000	0.560000	0.080000	0.000000	
-0.200000	0.200000	0.360000	0.560000	0.080000	0.000000	
-0.200000	0.200000	0.360000	0.560000	0.080000	0.000000	
-0.200000	0.200000	0.360000	0.560000	0.080000	0.000000	
