xi	eta	x	y	stress_rr	stress_sita
 0.0000000000e+000	 0.0000000000e+000	 1.0000000000e+000	 0.0000000000e+000	 2.8570678325e+001	 1.1262746703e-001
 0.0000000000e+000	 6.2500000000e-003	 9.9996079486e-001	 8.8548710816e-003	 2.8576433526e+001	 1.1651449828e-001
 0.0000000000e+000	 1.2500000000e-002	 9.9984261196e-001	 1.7741231999e-002	 2.8574634465e+001	 1.1926669607e-001
 0.0000000000e+000	 1.8750000000e-002	 9.9964460724e-001	 2.6658192499e-002	 2.8565086657e+001	 1.2095133405e-001
 0.0000000000e+000	 2.5000000000e-002	 9.9936594664e-001	 3.5604840910e-002	 2.8547601288e+001	 1.2162503876e-001
 0.0000000000e+000	 3.1250000000e-002	 9.9900580671e-001	 4.4580244178e-002	 2.8521995424e+001	 1.2133337470e-001
 0.0000000000e+000	 3.7500000000e-002	 9.9856337512e-001	 5.3583447921e-002	 2.8488092216e+001	 1.2011043402e-001
 0.0000000000e+000	 4.3750000000e-002	 9.9803785128e-001	 6.2613476500e-002	 2.8445721114e+001	 1.1797842961e-001
 0.0000000000e+000	 5.0000000000e-002	 9.9742844692e-001	 7.1669333105e-002	 2.8394718073e+001	 1.1494729082e-001
 0.0000000000e+000	 5.6250000000e-002	 9.9673438666e-001	 8.0749999857e-002	 2.8334925772e+001	 1.1101426072e-001
 0.0000000000e+000	 6.2500000000e-002	 9.9595490863e-001	 8.9854437932e-002	 2.8266193831e+001	 1.0616349402e-001
 6.2500000000e-003	 0.0000000000e+000	 1.0062500000e+000	 0.0000000000e+000	 2.8141622914e+001	 2.2280541519e-001
 6.2500000000e-003	 6.2500000000e-003	 1.0062105498e+000	 8.9102140240e-003	 2.8148787947e+001	 2.2736784150e-001
 6.2500000000e-003	 1.2500000000e-002	 1.0060916283e+000	 1.7852114695e-002	 2.8148248298e+001	 2.3064869866e-001
 6.2500000000e-003	 1.8750000000e-002	 1.0058923860e+000	 2.6824806197e-002	 2.8139807608e+001	 2.3271269348e-001
 6.2500000000e-003	 2.5000000000e-002	 1.0056119838e+000	 3.5827371159e-002	 2.8123275247e+001	 2.3361393204e-001
 6.2500000000e-003	 3.1250000000e-002	 1.0052495930e+000	 4.4858870696e-002	 2.8098466519e+001	 2.3339551683e-001
 6.2500000000e-003	 3.7500000000e-002	 1.0048043962e+000	 5.3918344462e-002	 2.8065202860e+001	 2.3208914851e-001
 6.2500000000e-003	 4.3750000000e-002	 1.0042755878e+000	 6.3004810719e-002	 2.8023312044e+001	 2.2971473096e-001
 6.2500000000e-003	 5.0000000000e-002	 1.0036623747e+000	 7.2117266427e-002	 2.7972628382e+001	 2.2627997878e-001
 6.2500000000e-003	 5.6250000000e-002	 1.0029639766e+000	 8.1254687346e-002	 2.7912992931e+001	 2.2178002634e-001
 6.2500000000e-003	 6.2500000000e-002	 1.0021796268e+000	 9.0416028158e-002	 2.7844253705e+001	 2.1619703733e-001
 1.2500000000e-002	 0.0000000000e+000	 1.0125000000e+000	 0.0000000000e+000	 2.7729330136e+001	 3.4016732451e-001
 1.2500000000e-002	 6.2500000000e-003	 1.0124603048e+000	 8.9655569666e-003	 2.7737840886e+001	 3.4534881623e-001
 1.2500000000e-002	 1.2500000000e-002	 1.0123406446e+000	 1.7962997392e-002	 2.7738501733e+001	 3.4910483115e-001
 1.2500000000e-002	 1.8750000000e-002	 1.0121401648e+000	 2.6991419896e-002	 2.7731114592e+001	 3.5149751380e-001
 1.2500000000e-002	 2.5000000000e-002	 1.0118580210e+000	 3.6049901409e-002	 2.7715487166e+001	 3.5257845510e-001
 1.2500000000e-002	 3.1250000000e-002	 1.0114933793e+000	 4.5137497216e-002	 2.7691433143e+001	 3.5238830180e-001
 1.2500000000e-002	 3.7500000000e-002	 1.0110454173e+000	 5.4253241004e-002	 2.7658772383e+001	 3.5095637018e-001
 1.2500000000e-002	 4.3750000000e-002	 1.0105133244e+000	 6.3396144939e-002	 2.7617331118e+001	 3.4830026313e-001
 1.2500000000e-002	 5.0000000000e-002	 1.0098963025e+000	 7.2565199750e-002	 2.7566942143e+001	 3.4442548946e-001
 1.2500000000e-002	 5.6250000000e-002	 1.0091935665e+000	 8.1759374836e-002	 2.7507445017e+001	 3.3932508466e-001
 1.2500000000e-002	 6.2500000000e-002	 1.0084043450e+000	 9.0977618386e-002	 2.7438686269e+001	 3.3297923195e-001
 1.8750000000e-002	 0.0000000000e+000	 1.0187500000e+000	 0.0000000000e+000	 2.7333525142e+001	 4.6459540764e-001
 1.8750000000e-002	 6.2500000000e-003	 1.0187100598e+000	 9.0208999093e-003	 2.7343317873e+001	 4.7033974284e-001
 1.8750000000e-002	 1.2500000000e-002	 1.0185896609e+000	 1.8073880089e-002	 2.7345120650e+001	 4.7451745578e-001
 1.8750000000e-002	 1.8750000000e-002	 1.0183879436e+000	 2.7158033595e-002	 2.7338733818e+001	 4.7718813159e-001
 1.8750000000e-002	 2.5000000000e-002	 1.0181040581e+000	 3.6272431660e-002	 2.7323963562e+001	 4.7840085003e-001
