1	10	10
21	21	2	2
 1.0000e+00	 0.0000e+00	-4.9756e-03	 0.0000e+00	 4.9756e-03
 9.9743e-01	 7.1669e-02	-4.9540e-03	 1.2724e-03	 5.1148e-03
 9.8944e-01	 1.4492e-01	-4.9126e-03	 2.5582e-03	 5.5388e-03
 9.7568e-01	 2.1918e-01	-4.8503e-03	 3.8464e-03	 6.1904e-03
 9.5586e-01	 2.9381e-01	-4.7661e-03	 5.1247e-03	 6.9985e-03
 9.2979e-01	 3.6809e-01	-4.6595e-03	 6.3798e-03	 7.9002e-03
 8.9738e-01	 4.4127e-01	-4.5303e-03	 7.5978e-03	 8.8459e-03
 8.5866e-01	 5.1254e-01	-4.3787e-03	 8.7648e-03	 9.7977e-03
 8.1383e-01	 5.8111e-01	-4.2056e-03	 9.8670e-03	 1.0726e-02
 7.6316e-01	 6.4621e-01	-4.0121e-03	 1.0891e-02	 1.1607e-02
 7.0711e-01	 7.0711e-01	-3.7999e-03	 1.1826e-02	 1.2422e-02
 6.4621e-01	 7.6316e-01	-3.5570e-03	 1.2675e-02	 1.3165e-02
 5.8111e-01	 8.1383e-01	-3.2721e-03	 1.3445e-02	 1.3837e-02
 5.1254e-01	 8.5866e-01	-2.9486e-03	 1.4127e-02	 1.4432e-02
 4.4127e-01	 8.9738e-01	-2.5907e-03	 1.4719e-02	 1.4945e-02
 3.6809e-01	 9.2979e-01	-2.2033e-03	 1.5216e-02	 1.5375e-02
 2.9381e-01	 9.5586e-01	-1.7912e-03	 1.5619e-02	 1.5722e-02
 2.1918e-01	 9.7568e-01	-1.3598e-03	 1.5929e-02	 1.5986e-02
 1.4492e-01	 9.8944e-01	-9.1421e-04	 1.6147e-02	 1.6173e-02
 7.1669e-02	 9.9743e-01	-4.5937e-04	 1.6279e-02	 1.6285e-02
 0.0000e+00	 1.0000e+00	 0.0000e+00	 1.6330e-02	 1.6330e-02
 1.0500e+00	 0.0000e+00	-5.2831e-03	 0.0000e+00	 5.2831e-03
 1.0473e+00	 7.5253e-02	-5.2310e-03	 1.1899e-03	 5.3646e-03
 1.0389e+00	 1.5217e-01	-5.1555e-03	 2.4021e-03	 5.6876e-03
 1.0245e+00	 2.3014e-01	-5.0554e-03	 3.6268e-03	 6.2218e-03
 1.0037e+00	 3.0850e-01	-4.9300e-03	 4.8531e-03	 6.9179e-03
 9.7628e-01	 3.8650e-01	-4.7788e-03	 6.0690e-03	 7.7246e-03
 9.4224e-01	 4.6333e-01	-4.6019e-03	 7.2618e-03	 8.5971e-03
 9.0160e-01	 5.3816e-01	-4.4000e-03	 8.4183e-03	 9.4988e-03
 8.5452e-01	 6.1016e-01	-4.1742e-03	 9.5255e-03	 1.0400e-02
 8.0132e-01	 6.7852e-01	-3.9262e-03	 1.0571e-02	 1.1276e-02
 7.4246e-01	 7.4246e-01	-3.6583e-03	 1.1542e-02	 1.2108e-02
 6.7852e-01	 8.0132e-01	-3.3666e-03	 1.2436e-02	 1.2883e-02
 6.1016e-01	 8.5452e-01	-3.0478e-03	 1.3249e-02	 1.3595e-02
 5.3816e-01	 9.0160e-01	-2.7055e-03	 1.3975e-02	 1.4235e-02
 4.6333e-01	 9.4224e-01	-2.3437e-03	 1.4609e-02	 1.4796e-02
 3.8650e-01	 9.7628e-01	-1.9668e-03	 1.5148e-02	 1.5275e-02
 3.0850e-01	 1.0037e+00	-1.5789e-03	 1.5590e-02	 1.5670e-02
 2.3014e-01	 1.0245e+00	-1.1844e-03	 1.5937e-02	 1.5981e-02
 1.5217e-01	 1.0389e+00	-7.8728e-04	 1.6191e-02	 1.6210e-02
 7.5253e-02	 1.0473e+00	-3.9135e-04	 1.6355e-02	 1.6360e-02
 0.0000e+00	 1.0500e+00	 0.0000e+00	 1.6436e-02	 1.6436e-02
 1.1000e+00	 0.0000e+00	-5.5651e-03	 0.0000e+00	 5.5651e-03
 1.0972e+00	 7.8836e-02	-5.4868e-03	 1.1184e-03	 5.5996e-03
 1.0884e+00	 1.5941e-01	-5.3817e-03	 2.2667e-03	 5.8396e-03
 1.0733e+00	 2.4110e-01	-5.2489e-03	 3.4366e-03	 6.2738e-03
 1.0514e+00	 3.2319e-01	-5.0874e-03	 4.6182e-03	 6.8709e-03
 1.0228e+00	 4.0490e-01	-4.8971e-03	 5.8006e-03	 7.5914e-03
 9.8711e-01	 4.8539e-01	-4.6783e-03	 6.9721e-03	 8.3962e-03
 9.4453e-01	 5.6379e-01	-4.4319e-03	 8.1203e-03	 9.2510e-03
 8.9521e-01	 6.3922e-01	-4.1594e-03	 9.2326e-03	 1.0126e-02
 8.3948e-01	 7.1083e-01	-3.8630e-03	 1.0297e-02	 1.0997e-02
 7.7782e-01	 7.7782e-01	-3.5453e-03	 1.1301e-02	 1.1844e-02
 7.1083e-01	 8.3948e-01	-3.2098e-03	 1.2234e-02	 1.2648e-02
 6.3922e-01	 8.9521e-01	-2.8602e-03	 1.3087e-02	 1.3396e-02
 5.6379e-01	 9.4453e-01	-2.5003e-03	 1.3852e-02	 1.4076e-02
 4.8539e-01	 9.8711e-01	-2.1340e-03	 1.4523e-02	 1.4679e-02
 4.0490e-01	 1.0228e+00	-1.7651e-03	 1.5098e-02	 1.5201e-02
 3.2319e-01	 1.0514e+00	-1.3972e-03	 1.5575e-02	 1.5637e-02
 2.4110e-01	 1.0733e+00	-1.0339e-03	 1.5954e-02	 1.5987e-02
 1.5941e-01	 1.0884e+00	-6.7820e-04	 1.6238e-02	 1.6252e-02
 7.8836e-02	 1.0972e+00	-3.3281e-04	 1.6430e-02	 1.6434e-02
 0.0000e+00	 1.1000e+00	 0.0000e+00	 1.6537e-02	 1.6537e-02
 1.1500e+00	 0.0000e+00	-5.8214e-03	 0.0000e+00	 5.8214e-03
 1.1470e+00	 8.2420e-02	-5.7212e-03	 1.0578e-03	 5.8182e-03
 1.1379e+00	 1.6666e-01	-5.5914e-03	 2.1523e-03	 5.9913e-03
 1.1220e+00	 2.5206e-01	-5.4307e-03	 3.2759e-03	 6.3422e-03
 1.0992e+00	 3.3788e-01	-5.2384e-03	 4.4200e-03	 6.8540e-03
 1.0693e+00	 4.2331e-01	-5.0145e-03	 5.5747e-03	 7.4982e-03
 1.0320e+00	 5.0746e-01	-4.7595e-03	 6.7288e-03	 8.2419e-03
 9.8746e-01	 5.8942e-01	-4.4744e-03	 7.8707e-03	 9.0537e-03
 9.3590e-01	 6.6827e-01	-4.1612e-03	 8.9884e-03	 9.9049e-03
 8.7764e-01	 7.4314e-01	-3.8223e-03	 1.0070e-02	 1.0771e-02
 8.1317e-01	 8.1317e-01	-3.4609e-03	 1.1103e-02	 1.1630e-02
