xi	eta	x	y	stress_rr	stress_sita
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	-2.1032176637e+02	-4.1758440448e+02
 0.0000000000e+00	 1.0000000000e-01	 9.9129861554e-01	 1.6161597457e-01	-5.2908478286e+00	-6.1061264183e+01
 0.0000000000e+00	 2.0000000000e-01	 9.6275783593e-01	 3.2139029700e-01	 1.6438504198e+02	 1.1696883181e+02
 0.0000000000e+00	 3.0000000000e-01	 9.1140270556e-01	 4.7399722407e-01	 2.2149882073e+02	 1.6226307466e+02
 0.0000000000e+00	 4.0000000000e-01	 8.3563767268e-01	 6.1382603606e-01	 1.5196230719e+02	 1.1099519915e+02
 0.0000000000e+00	 5.0000000000e-01	 7.3570226041e-01	 7.3570226041e-01	 1.7397295075e+01	-1.0399293947e+01
 0.0000000000e+00	 6.0000000000e-01	 6.1382603606e-01	 8.3563767268e-01	-9.9095965838e+01	-1.5017320810e+02
 0.0000000000e+00	 7.0000000000e-01	 4.7399722407e-01	 9.1140270556e-01	-1.4992404137e+02	-2.2085277573e+02
 0.0000000000e+00	 8.0000000000e-01	 3.2139029700e-01	 9.6275783593e-01	-1.0458768535e+02	-1.6433537963e+02
 0.0000000000e+00	 9.0000000000e-01	 1.6161597457e-01	 9.9129861554e-01	 6.7436560561e+01	 1.1554035870e+01
 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 4.2189013784e+02	 2.2007870836e+02
 1.0000000000e-01	 0.0000000000e+00	 1.1000000000e+00	 0.0000000000e+00	-1.2237612901e+02	-2.4544623170e+02
 1.0000000000e-01	 1.0000000000e-01	 1.0904284771e+00	 1.7777757203e-01	-5.4811976050e+00	-2.2615527273e+01
 1.0000000000e-01	 2.0000000000e-01	 1.0590336195e+00	 3.5352932670e-01	 1.0887426772e+02	 7.3356754159e+01
 1.0000000000e-01	 3.0000000000e-01	 1.0025429761e+00	 5.2139694647e-01	 1.4388882942e+02	 9.8827752677e+01
 1.0000000000e-01	 4.0000000000e-01	 9.1920143994e-01	 6.7520863966e-01	 9.6372931780e+01	 6.9765519203e+01
 1.0000000000e-01	 5.0000000000e-01	 8.0927248644e-01	 8.0927248644e-01	 6.0900096556e+00	 2.7492755988e-01
 1.0000000000e-01	 6.0000000000e-01	 6.7520863966e-01	 9.1920143994e-01	-5.8473799605e+01	-9.5080711804e+01
 1.0000000000e-01	 7.0000000000e-01	 5.2139694647e-01	 1.0025429761e+00	-8.7714832293e+01	-1.4272933292e+02
 1.0000000000e-01	 8.0000000000e-01	 3.5352932670e-01	 1.0590336195e+00	-6.2400639544e+01	-1.0772351842e+02
 1.0000000000e-01	 9.0000000000e-01	 1.7777757203e-01	 1.0904284771e+00	 2.5606591163e+01	 1.4924129536e+01
 1.0000000000e-01	 1.0000000000e+00	 0.0000000000e+00	 1.1000000000e+00	 2.4829695504e+02	 1.3302915132e+02
 2.0000000000e-01	 0.0000000000e+00	 1.2000000000e+00	 0.0000000000e+00	-5.5197089452e+01	-1.3120653106e+02
 2.0000000000e-01	 1.0000000000e-01	 1.1895583386e+00	 1.9393916948e-01	 7.2044991592e+00	-1.1234432231e+01
 2.0000000000e-01	 2.0000000000e-01	 1.1553094031e+00	 3.8566835640e-01	 6.6309357778e+01	 4.2326533155e+01
 2.0000000000e-01	 3.0000000000e-01	 1.0936832467e+00	 5.6879666887e-01	 8.4091635835e+01	 5.5621260722e+01
 2.0000000000e-01	 4.0000000000e-01	 1.0027652072e+00	 7.3659124326e-01	 5.6333999429e+01	 3.9397646974e+01
 2.0000000000e-01	 5.0000000000e-01	 8.8284271247e-01	 8.8284271247e-01	 6.6806033878e+00	-6.0429329344e-01
 2.0000000000e-01	 6.0000000000e-01	 7.3659124326e-01	 1.0027652072e+00	-2.9122479843e+01	-5.4498644976e+01
 2.0000000000e-01	 7.0000000000e-01	 5.6879666887e-01	 1.0936832467e+00	-4.5407723702e+01	-8.2264280382e+01
 2.0000000000e-01	 8.0000000000e-01	 3.8566835640e-01	 1.1553094031e+00	-3.2653484655e+01	-6.3900119676e+01
 2.0000000000e-01	 9.0000000000e-01	 1.9393916948e-01	 1.1895583386e+00	 1.4127107324e+01	 2.2880855754e+00
 2.0000000000e-01	 1.0000000000e+00	 0.0000000000e+00	 1.2000000000e+00	 1.3337225432e+02	 6.6083029039e+01
 3.0000000000e-01	 0.0000000000e+00	 1.3000000000e+00	 0.0000000000e+00	-9.2464139168e+00	-5.5524792507e+01
 3.0000000000e-01	 1.0000000000e-01	 1.2886882002e+00	 2.1010076694e-01	 1.5117901879e+01	-5.0757929927e+00
 3.0000000000e-01	 2.0000000000e-01	 1.2515851867e+00	 4.1780738609e-01	 3.4522331808e+01	 2.1268139498e+01
 3.0000000000e-01	 3.0000000000e-01	 1.1848235172e+00	 6.1619639128e-01	 3.9653114292e+01	 2.7370683954e+01
 3.0000000000e-01	 4.0000000000e-01	 1.0863289745e+00	 7.9797384686e-01	 2.6807873687e+01	 1.9463433453e+01
 3.0000000000e-01	 5.0000000000e-01	 9.5641293851e-01	 9.5641293851e-01	 6.2444637505e+00	-2.4228113029e-01
 3.0000000000e-01	 6.0000000000e-01	 7.9797384686e-01	 1.0863289745e+00	-1.0017644880e+01	-2.4228131528e+01
 3.0000000000e-01	 7.0000000000e-01	 6.1619639128e-01	 1.1848235172e+00	-1.7871974457e+01	-3.7057124431e+01
 3.0000000000e-01	 8.0000000000e-01	 4.1780738609e-01	 1.2515851867e+00	-1.3031392437e+01	-3.0534959295e+01
 3.0000000000e-01	 9.0000000000e-01	 2.1010076694e-01	 1.2886882002e+00	 8.9693362409e+00	-6.5890966171e+00
 3.0000000000e-01	 1.0000000000e+00	 0.0000000000e+00	 1.3000000000e+00	 5.7836702976e+01	 1.9620705040e+01
 4.0000000000e-01	 0.0000000000e+00	 1.4000000000e+00	 0.0000000000e+00	 1.7088192110e+01	-6.5284935509e+00
 4.0000000000e-01	 1.0000000000e-01	 1.3878180618e+00	 2.2626236439e-01	 1.6382102884e+01	 7.3290201941e-01
 4.0000000000e-01	 2.0000000000e-01	 1.3478609703e+00	 4.4994641579e-01	 1.4772901439e+01	 5.5089974968e+00
 4.0000000000e-01	 3.0000000000e-01	 1.2759637878e+00	 6.6359611368e-01	 1.1864471332e+01	 7.2655011439e+00
 4.0000000000e-01	 4.0000000000e-01	 1.1698927417e+00	 8.5935645047e-01	 8.0756866706e+00	 5.7776140358e+00
 4.0000000000e-01	 5.0000000000e-01	 1.0299831646e+00	 1.0299831646e+00	 4.4946169531e+00	 1.5551255777e+00
 4.0000000000e-01	 6.0000000000e-01	 8.5935645047e-01	 1.1698927417e+00	 1.1303607094e+00	-2.8279427770e+00
 4.0000000000e-01	 7.0000000000e-01	 6.6359611368e-01	 1.2759637878e+00	-9.7371713597e-01	-5.8622790424e+00
 4.0000000000e-01	 8.0000000000e-01	 4.4994641579e-01	 1.3478609703e+00	-4.7455794260e-01	-7.3699476886e+00
 4.0000000000e-01	 9.0000000000e-01	 2.2626236439e-01	 1.3878180618e+00	 3.2229473448e+00	-7.8426389084e+00
 4.0000000000e-01	 1.0000000000e+00	 0.0000000000e+00	 1.4000000000e+00	 9.6508078075e+00	-7.8175912150e+00
 5.0000000000e-01	 0.0000000000e+00	 1.5000000000e+00	 0.0000000000e+00	 2.8014187621e+01	 2.1463772628e+01
 5.0000000000e-01	 1.0000000000e-01	 1.4869479233e+00	 2.4242396185e-01	 1.4814291773e+01	 4.5712393979e+00
 5.0000000000e-01	 2.0000000000e-01	 1.4441367539e+00	 4.8208544549e-01	 6.8584625343e+00	-7.2510556987e+00
 5.0000000000e-01	 3.0000000000e-01	 1.3671040583e+00	 7.1099583608e-01	 2.9080860310e+00	-1.0924164237e+01
 5.0000000000e-01	 4.0000000000e-01	 1.2534565090e+00	 9.2073905407e-01	 3.1627267418e+00	-7.5481301519e+00
 5.0000000000e-01	 5.0000000000e-01	 1.1035533906e+00	 1.1035533906e+00	 6.7207201679e+00	-5.6979268268e-01
 5.0000000000e-01	 6.0000000000e-01	 9.2073905407e-01	 1.2534565090e+00	 1.1903738545e+01	 4.8557013233e+00
 5.0000000000e-01	 7.0000000000e-01	 7.1099583608e-01	 1.3671040583e+00	 1.4691473529e+01	 5.8607630368e+00
 5.0000000000e-01	 8.0000000000e-01	 4.8208544549e-01	 1.4441367539e+00	 1.0801427271e+01	 2.2436293590e+00
 5.0000000000e-01	 9.0000000000e-01	 2.4242396185e-01	 1.4869479233e+00	-1.1876896678e+00	-5.6303161131e+00
 5.0000000000e-01	 1.0000000000e+00	 0.0000000000e+00	 1.5000000000e+00	-1.4768020219e+01	-2.2548730750e+01
 6.0000000000e-01	 0.0000000000e+00	 1.6000000000e+00	 0.0000000000e+00	 3.4547847628e+01	 2.4852380376e+01
 6.0000000000e-01	 1.0000000000e-01	 1.5860777849e+00	 2.5858555930e-01	 1.4206185433e+01	 4.2950843888e+00
 6.0000000000e-01	 2.0000000000e-01	 1.5404125375e+00	 5.1422447519e-01	 4.9682124898e+00	-1.3078292741e+01
 6.0000000000e-01	 3.0000000000e-01	 1.4582443289e+00	 7.5839555849e-01	 1.0200524776e+00	-1.8470029382e+01
 6.0000000000e-01	 4.0000000000e-01	 1.3370202763e+00	 9.8212165767e-01	 2.9529810933e+00	-1.3545059202e+01
 6.0000000000e-01	 5.0000000000e-01	 1.1771236166e+00	 1.1771236166e+00	 9.7152850821e+00	-3.4605943688e+00
 6.0000000000e-01	 6.0000000000e-01	 9.8212165767e-01	 1.3370202763e+00	 1.8304378716e+01	 4.8728969258e+00
