1	10	10
21	21	2	2
 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00
 0.0000e+00	 2.5000e+00	 0.0000e+00	 2.3080e-02	 2.3080e-02
 0.0000e+00	 5.0000e+00	 0.0000e+00	 4.6106e-02	 4.6106e-02
 0.0000e+00	 7.5000e+00	 0.0000e+00	 6.9078e-02	 6.9078e-02
 0.0000e+00	 1.0000e+01	 0.0000e+00	 9.1996e-02	 9.1996e-02
 0.0000e+00	 1.2500e+01	 0.0000e+00	 1.1486e-01	 1.1486e-01
 0.0000e+00	 1.5000e+01	 0.0000e+00	 1.3767e-01	 1.3767e-01
 0.0000e+00	 1.7500e+01	 0.0000e+00	 1.6043e-01	 1.6043e-01
 0.0000e+00	 2.0000e+01	 0.0000e+00	 1.8313e-01	 1.8313e-01
 0.0000e+00	 2.2500e+01	 0.0000e+00	 2.0578e-01	 2.0578e-01
 0.0000e+00	 2.5000e+01	 0.0000e+00	 2.2837e-01	 2.2837e-01
 0.0000e+00	 2.7500e+01	 0.0000e+00	 2.5095e-01	 2.5095e-01
 0.0000e+00	 3.0000e+01	 0.0000e+00	 2.7356e-01	 2.7356e-01
 0.0000e+00	 3.2500e+01	 0.0000e+00	 2.9619e-01	 2.9619e-01
 0.0000e+00	 3.5000e+01	 0.0000e+00	 3.1885e-01	 3.1885e-01
 0.0000e+00	 3.7500e+01	 0.0000e+00	 3.4154e-01	 3.4154e-01
 0.0000e+00	 4.0000e+01	 0.0000e+00	 3.6425e-01	 3.6425e-01
 0.0000e+00	 4.2500e+01	 0.0000e+00	 3.8699e-01	 3.8699e-01
 0.0000e+00	 4.5000e+01	 0.0000e+00	 4.0975e-01	 4.0975e-01
 0.0000e+00	 4.7500e+01	 0.0000e+00	 4.3254e-01	 4.3254e-01
 0.0000e+00	 5.0000e+01	 0.0000e+00	 4.5536e-01	 4.5536e-01
 2.5000e+00	 0.0000e+00	-9.8812e-03	 0.0000e+00	 9.8812e-03
 2.5000e+00	 2.5000e+00	-9.8578e-03	 2.3015e-02	 2.5037e-02
 2.5000e+00	 5.0000e+00	-9.8361e-03	 4.5987e-02	 4.7028e-02
 2.5000e+00	 7.5000e+00	-9.8164e-03	 6.8918e-02	 6.9614e-02
 2.5000e+00	 1.0000e+01	-9.7985e-03	 9.1806e-02	 9.2328e-02
 2.5000e+00	 1.2500e+01	-9.7825e-03	 1.1465e-01	 1.1507e-01
 2.5000e+00	 1.5000e+01	-9.7683e-03	 1.3746e-01	 1.3780e-01
 2.5000e+00	 1.7500e+01	-9.7560e-03	 1.6022e-01	 1.6052e-01
 2.5000e+00	 2.0000e+01	-9.7456e-03	 1.8294e-01	 1.8320e-01
 2.5000e+00	 2.2500e+01	-9.7370e-03	 2.0562e-01	 2.0585e-01
 2.5000e+00	 2.5000e+01	-9.7303e-03	 2.2825e-01	 2.2846e-01
 2.5000e+00	 2.7500e+01	-9.7253e-03	 2.5088e-01	 2.5107e-01
 2.5000e+00	 3.0000e+01	-9.7218e-03	 2.7352e-01	 2.7369e-01
 2.5000e+00	 3.2500e+01	-9.7198e-03	 2.9618e-01	 2.9634e-01
 2.5000e+00	 3.5000e+01	-9.7193e-03	 3.1886e-01	 3.1901e-01
 2.5000e+00	 3.7500e+01	-9.7203e-03	 3.4157e-01	 3.4170e-01
 2.5000e+00	 4.0000e+01	-9.7228e-03	 3.6429e-01	 3.6441e-01
 2.5000e+00	 4.2500e+01	-9.7268e-03	 3.8702e-01	 3.8715e-01
 2.5000e+00	 4.5000e+01	-9.7323e-03	 4.0978e-01	 4.0990e-01
 2.5000e+00	 4.7500e+01	-9.7393e-03	 4.3256e-01	 4.3267e-01
 2.5000e+00	 5.0000e+01	-9.7479e-03	 4.5535e-01	 4.5546e-01
 5.0000e+00	 0.0000e+00	-1.9743e-02	 0.0000e+00	 1.9743e-02
 5.0000e+00	 2.5000e+00	-1.9700e-02	 2.2957e-02	 3.0251e-02
 5.0000e+00	 5.0000e+00	-1.9661e-02	 4.5882e-02	 4.9917e-02
 5.0000e+00	 7.5000e+00	-1.9625e-02	 6.8775e-02	 7.1520e-02
 5.0000e+00	 1.0000e+01	-1.9592e-02	 9.1637e-02	 9.3708e-02
 5.0000e+00	 1.2500e+01	-1.9562e-02	 1.1447e-01	 1.1613e-01
 5.0000e+00	 1.5000e+01	-1.9536e-02	 1.3727e-01	 1.3865e-01
 5.0000e+00	 1.7500e+01	-1.9514e-02	 1.6003e-01	 1.6122e-01
 5.0000e+00	 2.0000e+01	-1.9494e-02	 1.8277e-01	 1.8381e-01
 5.0000e+00	 2.2500e+01	-1.9478e-02	 2.0547e-01	 2.0639e-01
 5.0000e+00	 2.5000e+01	-1.9466e-02	 2.2815e-01	 2.2897e-01
 5.0000e+00	 2.7500e+01	-1.9456e-02	 2.5081e-01	 2.5156e-01
 5.0000e+00	 3.0000e+01	-1.9449e-02	 2.7348e-01	 2.7417e-01
 5.0000e+00	 3.2500e+01	-1.9445e-02	 2.9617e-01	 2.9681e-01
 5.0000e+00	 3.5000e+01	-1.9444e-02	 3.1887e-01	 3.1947e-01
 5.0000e+00	 3.7500e+01	-1.9445e-02	 3.4159e-01	 3.4214e-01
 5.0000e+00	 4.0000e+01	-1.9449e-02	 3.6431e-01	 3.6483e-01
 5.0000e+00	 4.2500e+01	-1.9456e-02	 3.8705e-01	 3.8754e-01
 5.0000e+00	 4.5000e+01	-1.9466e-02	 4.0980e-01	 4.1027e-01
 5.0000e+00	 4.7500e+01	-1.9478e-02	 4.3257e-01	 4.3301e-01
 5.0000e+00	 5.0000e+01	-1.9493e-02	 4.5535e-01	 4.5576e-01
 7.5000e+00	 0.0000e+00	-2.9585e-02	 0.0000e+00	 2.9585e-02
 7.5000e+00	 2.5000e+00	-2.9527e-02	 2.2905e-02	 3.7370e-02
 7.5000e+00	 5.0000e+00	-2.9474e-02	 4.5789e-02	 5.4454e-02
 7.5000e+00	 7.5000e+00	-2.9425e-02	 6.8649e-02	 7.4689e-02
 7.5000e+00	 1.0000e+01	-2.9380e-02	 9.1487e-02	 9.6089e-02
 7.5000e+00	 1.2500e+01	-2.9340e-02	 1.1430e-01	 1.1801e-01
 7.5000e+00	 1.5000e+01	-2.9304e-02	 1.3710e-01	 1.4019e-01
 7.5000e+00	 1.7500e+01	-2.9273e-02	 1.5987e-01	 1.6253e-01
 7.5000e+00	 2.0000e+01	-2.9246e-02	 1.8262e-01	 1.8494e-01
 7.5000e+00	 2.2500e+01	-2.9224e-02	 2.0534e-01	 2.0741e-01
 7.5000e+00	 2.5000e+01	-2.9206e-02	 2.2805e-01	 2.2991e-01
 7.5000e+00	 2.7500e+01	-2.9192e-02	 2.5074e-01	 2.5244e-01
 7.5000e+00	 3.0000e+01	-2.9182e-02	 2.7345e-01	 2.7500e-01
 7.5000e+00	 3.2500e+01	-2.9176e-02	 2.9616e-01	 2.9759e-01
 7.5000e+00	 3.5000e+01	-2.9173e-02	 3.1888e-01	 3.2021e-01
 7.5000e+00	 3.7500e+01	-2.9174e-02	 3.4160e-01	 3.4284e-01
 7.5000e+00	 4.0000e+01	-2.9179e-02	 3.6433e-01	 3.6550e-01
 7.5000e+00	 4.2500e+01	-2.9188e-02	 3.8707e-01	 3.8817e-01
 7.5000e+00	 4.5000e+01	-2.9200e-02	 4.0982e-01	 4.1086e-01
 7.5000e+00	 4.7500e+01	-2.9216e-02	 4.3257e-01	 4.3356e-01
 7.5000e+00	 5.0000e+01	-2.9235e-02	 4.5533e-01	 4.5627e-01
 1.0000e+01	 0.0000e+00	-3.9407e-02	 0.0000e+00	 3.9407e-02
 1.0000e+01	 2.5000e+00	-3.9339e-02	 2.2861e-02	 4.5499e-02
 1.0000e+01	 5.0000e+00	-3.9275e-02	 4.5708e-02	 6.0264e-02
 1.0000e+01	 7.5000e+00	-3.9216e-02	 6.8541e-02	 7.8967e-02
 1.0000e+01	 1.0000e+01	-3.9163e-02	 9.1358e-02	 9.9399e-02
 1.0000e+01	 1.2500e+01	-3.9115e-02	 1.1416e-01	 1.2068e-01
 1.0000e+01	 1.5000e+01	-3.9072e-02	 1.3695e-01	 1.4241e-01
 1.0000e+01	 1.7500e+01	-3.9034e-02	 1.5972e-01	 1.6442e-01
 1.0000e+01	 2.0000e+01	-3.9001e-02	 1.8248e-01	 1.8660e-01
 1.0000e+01	 2.2500e+01	-3.8974e-02	 2.0523e-01	 2.0890e-01
 1.0000e+01	 2.5000e+01	-3.8952e-02	 2.2796e-01	 2.3126e-01
 1.0000e+01	 2.7500e+01	-3.8934e-02	 2.5068e-01	 2.5369e-01
 1.0000e+01	 3.0000e+01	-3.8921e-02	 2.7341e-01	 2.7617e-01
 1.0000e+01	 3.2500e+01	-3.8912e-02	 2.9614e-01	 2.9869e-01
 1.0000e+01	 3.5000e+01	-3.8908e-02	 3.1887e-01	 3.2124e-01
 1.0000e+01	 3.7500e+01	-3.8908e-02	 3.4161e-01	 3.4382e-01
 1.0000e+01	 4.0000e+01	-3.8913e-02	 3.6435e-01	 3.6642e-01
 1.0000e+01	 4.2500e+01	-3.8922e-02	 3.8709e-01	 3.8904e-01
 1.0000e+01	 4.5000e+01	-3.8935e-02	 4.0983e-01	 4.1167e-01
 1.0000e+01	 4.7500e+01	-3.8953e-02	 4.3257e-01	 4.3432e-01
 1.0000e+01	 5.0000e+01	-3.8975e-02	 4.5532e-01	 4.5699e-01
 1.2500e+01	 0.0000e+00	-4.9210e-02	 0.0000e+00	 4.9210e-02
 1.2500e+01	 2.5000e+00	-4.9135e-02	 2.2824e-02	 5.4177e-02
 1.2500e+01	 5.0000e+00	-4.9064e-02	 4.5641e-02	 6.7011e-02
 1.2500e+01	 7.5000e+00	-4.9000e-02	 6.8449e-02	 8.4180e-02
 1.2500e+01	 1.0000e+01	-4.8941e-02	 9.1249e-02	 1.0355e-01
 1.2500e+01	 1.2500e+01	-4.8887e-02	 1.1404e-01	 1.2408e-01
 1.2500e+01	 1.5000e+01	-4.8839e-02	 1.3683e-01	 1.4528e-01
 1.2500e+01	 1.7500e+01	-4.8797e-02	 1.5960e-01	 1.6689e-01
 1.2500e+01	 2.0000e+01	-4.8760e-02	 1.8237e-01	 1.8878e-01
 1.2500e+01	 2.2500e+01	-4.8728e-02	 2.0513e-01	 2.1084e-01
 1.2500e+01	 2.5000e+01	-4.8702e-02	 2.2788e-01	 2.3303e-01
 1.2500e+01	 2.7500e+01	-4.8681e-02	 2.5063e-01	 2.5531e-01
 1.2500e+01	 3.0000e+01	-4.8665e-02	 2.7337e-01	 2.7767e-01
 1.2500e+01	 3.2500e+01	-4.8654e-02	 2.9612e-01	 3.0009e-01
 1.2500e+01	 3.5000e+01	-4.8648e-02	 3.1886e-01	 3.2255e-01
 1.2500e+01	 3.7500e+01	-4.8647e-02	 3.4161e-01	 3.4505e-01
 1.2500e+01	 4.0000e+01	-4.8650e-02	 3.6435e-01	 3.6758e-01
 1.2500e+01	 4.2500e+01	-4.8658e-02	 3.8709e-01	 3.9014e-01
 1.2500e+01	 4.5000e+01	-4.8671e-02	 4.0983e-01	 4.1271e-01
 1.2500e+01	 4.7500e+01	-4.8689e-02	 4.3257e-01	 4.3530e-01
 1.2500e+01	 5.0000e+01	-4.8712e-02	 4.5531e-01	 4.5791e-01
 1.5000e+01	 0.0000e+00	-5.8993e-02	 0.0000e+00	 5.8993e-02
 1.5000e+01	 2.5000e+00	-5.8915e-02	 2.2795e-02	 6.3171e-02
 1.5000e+01	 5.0000e+00	-5.8842e-02	 4.5586e-02	 7.4435e-02
 1.5000e+01	 7.5000e+00	-5.8775e-02	 6.8375e-02	 9.0165e-02
 1.5000e+01	 1.0000e+01	-5.8713e-02	 9.1161e-02	 1.0843e-01
 1.5000e+01	 1.2500e+01	-5.8657e-02	 1.1394e-01	 1.2816e-01
 1.5000e+01	 1.5000e+01	-5.8606e-02	 1.3672e-01	 1.4875e-01
 1.5000e+01	 1.7500e+01	-5.8561e-02	 1.5950e-01	 1.6991e-01
 1.5000e+01	 2.0000e+01	-5.8521e-02	 1.8227e-01	 1.9144e-01
 1.5000e+01	 2.2500e+01	-5.8487e-02	 2.0504e-01	 2.1322e-01
 1.5000e+01	 2.5000e+01	-5.8458e-02	 2.2781e-01	 2.3519e-01
 1.5000e+01	 2.7500e+01	-5.8434e-02	 2.5058e-01	 2.5730e-01
 1.5000e+01	 3.0000e+01	-5.8415e-02	 2.7334e-01	 2.7951e-01
 1.5000e+01	 3.2500e+01	-5.8402e-02	 2.9609e-01	 3.0180e-01
 1.5000e+01	 3.5000e+01	-5.8393e-02	 3.1885e-01	 3.2415e-01
 1.5000e+01	 3.7500e+01	-5.8389e-02	 3.4160e-01	 3.4655e-01
 1.5000e+01	 4.0000e+01	-5.8391e-02	 3.6434e-01	 3.6899e-01
 1.5000e+01	 4.2500e+01	-5.8397e-02	 3.8709e-01	 3.9147e-01
 1.5000e+01	 4.5000e+01	-5.8408e-02	 4.0983e-01	 4.1397e-01
 1.5000e+01	 4.7500e+01	-5.8425e-02	 4.3256e-01	 4.3649e-01
 1.5000e+01	 5.0000e+01	-5.8446e-02	 4.5529e-01	 4.5903e-01
 1.7500e+01	 0.0000e+00	-6.8757e-02	 0.0000e+00	 6.8757e-02
 1.7500e+01	 2.5000e+00	-6.8680e-02	 2.2772e-02	 7.2357e-02
 1.7500e+01	 5.0000e+00	-6.8609e-02	 4.5545e-02	 8.2350e-02
 1.7500e+01	 7.5000e+00	-6.8542e-02	 6.8318e-02	 9.6775e-02
 1.7500e+01	 1.0000e+01	-6.8481e-02	 9.1092e-02	 1.1396e-01
 1.7500e+01	 1.2500e+01	-6.8424e-02	 1.1387e-01	 1.3284e-01
 1.7500e+01	 1.5000e+01	-6.8373e-02	 1.3664e-01	 1.5279e-01
 1.7500e+01	 1.7500e+01	-6.8327e-02	 1.5942e-01	 1.7344e-01
 1.7500e+01	 2.0000e+01	-6.8286e-02	 1.8220e-01	 1.9457e-01
 1.7500e+01	 2.2500e+01	-6.8249e-02	 2.0497e-01	 2.1604e-01
 1.7500e+01	 2.5000e+01	-6.8218e-02	 2.2775e-01	 2.3775e-01
 1.7500e+01	 2.7500e+01	-6.8192e-02	 2.5053e-01	 2.5964e-01
 1.7500e+01	 3.0000e+01	-6.8171e-02	 2.7330e-01	 2.8167e-01
 1.7500e+01	 3.2500e+01	-6.8155e-02	 2.9607e-01	 3.0381e-01
 1.7500e+01	 3.5000e+01	-6.8143e-02	 3.1883e-01	 3.2603e-01
 1.7500e+01	 3.7500e+01	-6.8137e-02	 3.4158e-01	 3.4831e-01
 1.7500e+01	 4.0000e+01	-6.8135e-02	 3.6433e-01	 3.7065e-01
 1.7500e+01	 4.2500e+01	-6.8138e-02	 3.8708e-01	 3.9303e-01
 1.7500e+01	 4.5000e+01	-6.8146e-02	 4.0981e-01	 4.1544e-01
 1.7500e+01	 4.7500e+01	-6.8159e-02	 4.3255e-01	 4.3789e-01
 1.7500e+01	 5.0000e+01	-6.8177e-02	 4.5528e-01	 4.6035e-01
 2.0000e+01	 0.0000e+00	-7.8501e-02	 0.0000e+00	 7.8501e-02
 2.0000e+01	 2.5000e+00	-7.8430e-02	 2.2756e-02	 8.1665e-02
 2.0000e+01	 5.0000e+00	-7.8364e-02	 4.5516e-02	 9.0623e-02
 2.0000e+01	 7.5000e+00	-7.8301e-02	 6.8278e-02	 1.0389e-01
 2.0000e+01	 1.0000e+01	-7.8243e-02	 9.1044e-02	 1.2005e-01
 2.0000e+01	 1.2500e+01	-7.8189e-02	 1.1381e-01	 1.3808e-01
 2.0000e+01	 1.5000e+01	-7.8140e-02	 1.3658e-01	 1.5736e-01
 2.0000e+01	 1.7500e+01	-7.8094e-02	 1.5936e-01	 1.7747e-01
 2.0000e+01	 2.0000e+01	-7.8053e-02	 1.8214e-01	 1.9816e-01
 2.0000e+01	 2.2500e+01	-7.8017e-02	 2.0492e-01	 2.1927e-01
 2.0000e+01	 2.5000e+01	-7.7984e-02	 2.2770e-01	 2.4069e-01
 2.0000e+01	 2.7500e+01	-7.7956e-02	 2.5049e-01	 2.6234e-01
 2.0000e+01	 3.0000e+01	-7.7932e-02	 2.7326e-01	 2.8416e-01
 2.0000e+01	 3.2500e+01	-7.7913e-02	 2.9604e-01	 3.0612e-01
 2.0000e+01	 3.5000e+01	-7.7899e-02	 3.1880e-01	 3.2818e-01
 2.0000e+01	 3.7500e+01	-7.7889e-02	 3.4156e-01	 3.5033e-01
 2.0000e+01	 4.0000e+01	-7.7883e-02	 3.6431e-01	 3.7254e-01
 2.0000e+01	 4.2500e+01	-7.7882e-02	 3.8706e-01	 3.9481e-01
 2.0000e+01	 4.5000e+01	-7.7885e-02	 4.0980e-01	 4.1713e-01
 2.0000e+01	 4.7500e+01	-7.7893e-02	 4.3253e-01	 4.3949e-01
 2.0000e+01	 5.0000e+01	-7.7906e-02	 4.5526e-01	 4.6188e-01
 2.2500e+01	 0.0000e+00	-8.8226e-02	 0.0000e+00	 8.8226e-02
 2.2500e+01	 2.5000e+00	-8.8165e-02	 2.2748e-02	 9.1052e-02
 2.2500e+01	 5.0000e+00	-8.8107e-02	 4.5499e-02	 9.9161e-02
 2.2500e+01	 7.5000e+00	-8.8052e-02	 6.8255e-02	 1.1141e-01
 2.2500e+01	 1.0000e+01	-8.8000e-02	 9.1016e-02	 1.2660e-01
 2.2500e+01	 1.2500e+01	-8.7952e-02	 1.1378e-01	 1.4381e-01
 2.2500e+01	 1.5000e+01	-8.7906e-02	 1.3655e-01	 1.6240e-01
 2.2500e+01	 1.7500e+01	-8.7864e-02	 1.5932e-01	 1.8194e-01
 2.2500e+01	 2.0000e+01	-8.7824e-02	 1.8210e-01	 2.0217e-01
 2.2500e+01	 2.2500e+01	-8.7788e-02	 2.0488e-01	 2.2290e-01
 2.2500e+01	 2.5000e+01	-8.7755e-02	 2.2767e-01	 2.4399e-01
 2.2500e+01	 2.7500e+01	-8.7725e-02	 2.5045e-01	 2.6537e-01
 2.2500e+01	 3.0000e+01	-8.7699e-02	 2.7323e-01	 2.8696e-01
 2.2500e+01	 3.2500e+01	-8.7677e-02	 2.9600e-01	 3.0871e-01
 2.2500e+01	 3.5000e+01	-8.7659e-02	 3.1877e-01	 3.3060e-01
 2.2500e+01	 3.7500e+01	-8.7645e-02	 3.4153e-01	 3.5259e-01
 2.2500e+01	 4.0000e+01	-8.7634e-02	 3.6428e-01	 3.7467e-01
 2.2500e+01	 4.2500e+01	-8.7628e-02	 3.8703e-01	 3.9683e-01
 2.2500e+01	 4.5000e+01	-8.7625e-02	 4.0977e-01	 4.1904e-01
 2.2500e+01	 4.7500e+01	-8.7626e-02	 4.3251e-01	 4.4130e-01
 2.2500e+01	 5.0000e+01	-8.7632e-02	 4.5524e-01	 4.6360e-01
 2.5000e+01	 0.0000e+00	-9.7931e-02	 0.0000e+00	 9.7931e-02
 2.5000e+01	 2.5000e+00	-9.7884e-02	 2.2746e-02	 1.0049e-01
 2.5000e+01	 5.0000e+00	-9.7838e-02	 4.5496e-02	 1.0790e-01
 2.5000e+01	 7.5000e+00	-9.7795e-02	 6.8250e-02	 1.1926e-01
 2.5000e+01	 1.0000e+01	-9.7752e-02	 9.1008e-02	 1.3356e-01
 2.5000e+01	 1.2500e+01	-9.7711e-02	 1.1377e-01	 1.4997e-01
 2.5000e+01	 1.5000e+01	-9.7672e-02	 1.3653e-01	 1.6787e-01
 2.5000e+01	 1.7500e+01	-9.7635e-02	 1.5930e-01	 1.8684e-01
 2.5000e+01	 2.0000e+01	-9.7598e-02	 1.8208e-01	 2.0659e-01
 2.5000e+01	 2.2500e+01	-9.7564e-02	 2.0486e-01	 2.2690e-01
 2.5000e+01	 2.5000e+01	-9.7531e-02	 2.2764e-01	 2.4765e-01
 2.5000e+01	 2.7500e+01	-9.7500e-02	 2.5042e-01	 2.6873e-01
