1	10	10
21	21	2	2
 2.5000e+01	 3.0000e+01	-9.7472e-02	 2.7319e-01	 2.9006e-01
 2.5000e+01	 3.2500e+01	-9.7447e-02	 2.9596e-01	 3.1159e-01
 2.5000e+01	 3.5000e+01	-9.7425e-02	 3.1873e-01	 3.3329e-01
 2.5000e+01	 3.7500e+01	-9.7406e-02	 3.4149e-01	 3.5511e-01
 2.5000e+01	 4.0000e+01	-9.7390e-02	 3.6424e-01	 3.7704e-01
 2.5000e+01	 4.2500e+01	-9.7376e-02	 3.8700e-01	 3.9906e-01
 2.5000e+01	 4.5000e+01	-9.7366e-02	 4.0974e-01	 4.2115e-01
 2.5000e+01	 4.7500e+01	-9.7359e-02	 4.3248e-01	 4.4330e-01
 2.5000e+01	 5.0000e+01	-9.7355e-02	 4.5522e-01	 4.6551e-01
 2.7500e+01	 0.0000e+00	-1.0763e-01	 0.0000e+00	 1.0763e-01
 2.7500e+01	 2.5000e+00	-1.0760e-01	 2.2748e-02	 1.0998e-01
 2.7500e+01	 5.0000e+00	-1.0757e-01	 4.5499e-02	 1.1679e-01
 2.7500e+01	 7.5000e+00	-1.0753e-01	 6.8252e-02	 1.2737e-01
 2.7500e+01	 1.0000e+01	-1.0750e-01	 9.1009e-02	 1.4085e-01
 2.7500e+01	 1.2500e+01	-1.0747e-01	 1.1377e-01	 1.5650e-01
 2.7500e+01	 1.5000e+01	-1.0744e-01	 1.3653e-01	 1.7373e-01
 2.7500e+01	 1.7500e+01	-1.0740e-01	 1.5930e-01	 1.9212e-01
 2.7500e+01	 2.0000e+01	-1.0737e-01	 1.8207e-01	 2.1137e-01
 2.7500e+01	 2.2500e+01	-1.0734e-01	 2.0484e-01	 2.3126e-01
 2.7500e+01	 2.5000e+01	-1.0731e-01	 2.2761e-01	 2.5164e-01
 2.7500e+01	 2.7500e+01	-1.0728e-01	 2.5039e-01	 2.7240e-01
 2.7500e+01	 3.0000e+01	-1.0725e-01	 2.7316e-01	 2.9346e-01
 2.7500e+01	 3.2500e+01	-1.0722e-01	 2.9592e-01	 3.1475e-01
 2.7500e+01	 3.5000e+01	-1.0719e-01	 3.1869e-01	 3.3623e-01
 2.7500e+01	 3.7500e+01	-1.0717e-01	 3.4145e-01	 3.5787e-01
 2.7500e+01	 4.0000e+01	-1.0715e-01	 3.6420e-01	 3.7964e-01
 2.7500e+01	 4.2500e+01	-1.0713e-01	 3.8696e-01	 4.0151e-01
 2.7500e+01	 4.5000e+01	-1.0711e-01	 4.0971e-01	 4.2347e-01
 2.7500e+01	 4.7500e+01	-1.0709e-01	 4.3245e-01	 4.4551e-01
 2.7500e+01	 5.0000e+01	-1.0708e-01	 4.5519e-01	 4.6762e-01
 3.0000e+01	 0.0000e+00	-1.1734e-01	 0.0000e+00	 1.1734e-01
 3.0000e+01	 2.5000e+00	-1.1732e-01	 2.2749e-02	 1.1950e-01
 3.0000e+01	 5.0000e+00	-1.1730e-01	 4.5500e-02	 1.2581e-01
 3.0000e+01	 7.5000e+00	-1.1727e-01	 6.8254e-02	 1.3569e-01
 3.0000e+01	 1.0000e+01	-1.1725e-01	 9.1009e-02	 1.4843e-01
 3.0000e+01	 1.2500e+01	-1.1723e-01	 1.1377e-01	 1.6335e-01
 3.0000e+01	 1.5000e+01	-1.1720e-01	 1.3653e-01	 1.7993e-01
 3.0000e+01	 1.7500e+01	-1.1717e-01	 1.5929e-01	 1.9774e-01
 3.0000e+01	 2.0000e+01	-1.1714e-01	 1.8205e-01	 2.1648e-01
 3.0000e+01	 2.2500e+01	-1.1711e-01	 2.0482e-01	 2.3594e-01
 3.0000e+01	 2.5000e+01	-1.1708e-01	 2.2759e-01	 2.5594e-01
 3.0000e+01	 2.7500e+01	-1.1705e-01	 2.5036e-01	 2.7637e-01
 3.0000e+01	 3.0000e+01	-1.1702e-01	 2.7312e-01	 2.9713e-01
 3.0000e+01	 3.2500e+01	-1.1699e-01	 2.9589e-01	 3.1817e-01
 3.0000e+01	 3.5000e+01	-1.1696e-01	 3.1865e-01	 3.3943e-01
 3.0000e+01	 3.7500e+01	-1.1693e-01	 3.4141e-01	 3.6088e-01
 3.0000e+01	 4.0000e+01	-1.1690e-01	 3.6416e-01	 3.8247e-01
 3.0000e+01	 4.2500e+01	-1.1688e-01	 3.8692e-01	 4.0418e-01
 3.0000e+01	 4.5000e+01	-1.1685e-01	 4.0967e-01	 4.2601e-01
 3.0000e+01	 4.7500e+01	-1.1683e-01	 4.3242e-01	 4.4792e-01
 3.0000e+01	 5.0000e+01	-1.1681e-01	 4.5517e-01	 4.6991e-01
 3.2500e+01	 0.0000e+00	-1.2705e-01	 0.0000e+00	 1.2705e-01
 3.2500e+01	 2.5000e+00	-1.2704e-01	 2.2750e-02	 1.2906e-01
 3.2500e+01	 5.0000e+00	-1.2703e-01	 4.5501e-02	 1.3493e-01
 3.2500e+01	 7.5000e+00	-1.2702e-01	 6.8253e-02	 1.4419e-01
 3.2500e+01	 1.0000e+01	-1.2700e-01	 9.1008e-02	 1.5624e-01
 3.2500e+01	 1.2500e+01	-1.2698e-01	 1.1376e-01	 1.7049e-01
 3.2500e+01	 1.5000e+01	-1.2696e-01	 1.3652e-01	 1.8643e-01
 3.2500e+01	 1.7500e+01	-1.2693e-01	 1.5928e-01	 2.0367e-01
 3.2500e+01	 2.0000e+01	-1.2691e-01	 1.8204e-01	 2.2191e-01
 3.2500e+01	 2.2500e+01	-1.2688e-01	 2.0480e-01	 2.4092e-01
 3.2500e+01	 2.5000e+01	-1.2685e-01	 2.2756e-01	 2.6053e-01
 3.2500e+01	 2.7500e+01	-1.2681e-01	 2.5033e-01	 2.8062e-01
 3.2500e+01	 3.0000e+01	-1.2678e-01	 2.7309e-01	 3.0108e-01
 3.2500e+01	 3.2500e+01	-1.2675e-01	 2.9585e-01	 3.2186e-01
 3.2500e+01	 3.5000e+01	-1.2672e-01	 3.1861e-01	 3.4288e-01
 3.2500e+01	 3.7500e+01	-1.2669e-01	 3.4137e-01	 3.6412e-01
 3.2500e+01	 4.0000e+01	-1.2666e-01	 3.6412e-01	 3.8552e-01
 3.2500e+01	 4.2500e+01	-1.2663e-01	 3.8688e-01	 4.0707e-01
 3.2500e+01	 4.5000e+01	-1.2660e-01	 4.0963e-01	 4.2875e-01
 3.2500e+01	 4.7500e+01	-1.2657e-01	 4.3238e-01	 4.5053e-01
 3.2500e+01	 5.0000e+01	-1.2654e-01	 4.5514e-01	 4.7240e-01
 3.5000e+01	 0.0000e+00	-1.3678e-01	 0.0000e+00	 1.3678e-01
 3.5000e+01	 2.5000e+00	-1.3677e-01	 2.2750e-02	 1.3865e-01
 3.5000e+01	 5.0000e+00	-1.3677e-01	 4.5500e-02	 1.4414e-01
 3.5000e+01	 7.5000e+00	-1.3676e-01	 6.8252e-02	 1.5284e-01
 3.5000e+01	 1.0000e+01	-1.3675e-01	 9.1005e-02	 1.6426e-01
 3.5000e+01	 1.2500e+01	-1.3673e-01	 1.1376e-01	 1.7787e-01
 3.5000e+01	 1.5000e+01	-1.3671e-01	 1.3651e-01	 1.9320e-01
 3.5000e+01	 1.7500e+01	-1.3669e-01	 1.5927e-01	 2.0988e-01
 3.5000e+01	 2.0000e+01	-1.3667e-01	 1.8203e-01	 2.2762e-01
 3.5000e+01	 2.2500e+01	-1.3664e-01	 2.0478e-01	 2.4618e-01
 3.5000e+01	 2.5000e+01	-1.3661e-01	 2.2754e-01	 2.6540e-01
 3.5000e+01	 2.7500e+01	-1.3658e-01	 2.5030e-01	 2.8514e-01
 3.5000e+01	 3.0000e+01	-1.3654e-01	 2.7306e-01	 3.0530e-01
 3.5000e+01	 3.2500e+01	-1.3651e-01	 2.9582e-01	 3.2579e-01
 3.5000e+01	 3.5000e+01	-1.3648e-01	 3.1857e-01	 3.4658e-01
 3.5000e+01	 3.7500e+01	-1.3644e-01	 3.4133e-01	 3.6759e-01
