xi	eta	x	y	stress_rr	stress_sita
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 2.3412022580e+01	 4.4830315322e-02
 0.0000000000e+00	 1.4286000000e-02	 9.9979421360e-01	 2.0285918027e-02	 2.3406295443e+01	 4.8246950252e-02
 0.0000000000e+00	 2.8572000000e-02	 9.9917015173e-01	 4.0730438957e-02	 2.3371951808e+01	 5.0801531290e-02
 0.0000000000e+00	 4.2858000000e-02	 9.9811797387e-01	 6.1322427094e-02	 2.3308611481e+01	 5.2155743286e-02
 0.0000000000e+00	 5.7144000000e-02	 9.9662815290e-01	 8.2050164801e-02	 2.3216115830e+01	 5.2158054742e-02
 0.0000000000e+00	 7.1430000000e-02	 9.9469151154e-01	 1.0290135811e-01	 2.3094529997e+01	 5.0860582621e-02
 0.0000000000e+00	 8.5716000000e-02	 9.9229925915e-01	 1.2386314479e-01	 2.2944143969e+01	 4.8535324060e-02
 0.0000000000e+00	 1.0000200000e-01	 9.8944302882e-01	 1.4492210489e-01	 2.2765472439e+01	 4.5689536706e-02
 0.0000000000e+00	 1.1428800000e-01	 9.8611491462e-01	 1.6606427394e-01	 2.2559253451e+01	 4.3080037401e-02
 0.0000000000e+00	 1.2857400000e-01	 9.8230750859e-01	 1.8727515887e-01	 2.2326445809e+01	 4.1726179578e-02
 0.0000000000e+00	 1.4286000000e-01	 9.7801393759e-01	 2.0853975653e-01	 2.2068225235e+01	 4.2921263553e-02
 1.4286000000e-02	 0.0000000000e+00	 1.0142857623e+00	 0.0000000000e+00	 2.2679363443e+01	 3.2222647315e-01
 1.4286000000e-02	 1.4286000000e-02	 1.0140770361e+00	 2.0575717834e-02	 2.2674080025e+01	 3.2527537153e-01
 1.4286000000e-02	 2.8572000000e-02	 1.0134440591e+00	 4.1312304334e-02	 2.2641073961e+01	 3.2710722140e-01
 1.4286000000e-02	 4.2858000000e-02	 1.0123768500e+00	 6.2198464722e-02	 2.2580055046e+01	 3.2741645410e-01
 1.4286000000e-02	 5.7144000000e-02	 1.0108657458e+00	 8.3222313965e-02	 2.2490944376e+01	 3.2607505781e-01
 1.4286000000e-02	 7.1430000000e-02	 1.0089014381e+00	 1.0437138247e-01	 2.2373875850e+01	 3.2314846513e-01
 1.4286000000e-02	 8.5716000000e-02	 1.0064750105e+00	 1.2563262425e-01	 2.2229196573e+01	 3.1891082106e-01
 1.4286000000e-02	 1.0000200000e-01	 1.0035779768e+00	 1.4699242765e-01	 2.2057466117e+01	 3.1385942327e-01
 1.4286000000e-02	 1.1428800000e-01	 1.0002023179e+00	 1.6843662870e-01	 2.1859454627e+01	 3.0872811432e-01
 1.4286000000e-02	 1.2857400000e-01	 9.9634052019e-01	 1.8995052729e-01	 2.1636139752e+01	 3.0449939629e-01
 1.4286000000e-02	 1.4286000000e-01	 9.9198561225e-01	 2.1151890594e-01	 2.1388702422e+01	 3.0241503133e-01
 2.8572000000e-02	 0.0000000000e+00	 1.0285716130e+00	 0.0000000000e+00	 2.2000944716e+01	 5.8939575502e-01
 2.8572000000e-02	 1.4286000000e-02	 1.0283599470e+00	 2.0865519432e-02	 2.1996193913e+01	 5.9213544824e-01
 2.8572000000e-02	 2.8572000000e-02	 1.0277180546e+00	 4.1894173308e-02	 2.1964573987e+01	 5.9324905023e-01
 2.8572000000e-02	 4.2858000000e-02	 1.0266358144e+00	 6.3074507764e-02	 2.1905885758e+01	 5.9246537809e-01
 2.8572000000e-02	 5.7144000000e-02	 1.0251034268e+00	 8.4394470374e-02	 2.1820131795e+01	 5.8968182631e-01
 2.8572000000e-02	 7.1430000000e-02	 1.0231114525e+00	 1.0584141592e-01	 2.1707517297e+01	 5.8497922287e-01
 2.8572000000e-02	 8.5716000000e-02	 1.0206508496e+00	 1.2740211465e-01	 2.1568449928e+01	 5.7863606684e-01
 2.8572000000e-02	 1.0000200000e-01	 1.0177130121e+00	 1.4906276320e-01	 2.1403538575e+01	 5.7114194741e-01
 2.8572000000e-02	 1.1428800000e-01	 1.0142898083e+00	 1.7080899813e-01	 2.1213591022e+01	 5.6320993214e-01
