xi	eta	x	y	stress_rr	stress_sita
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 2.4482745058e+01	 1.8784852257e-01
 0.0000000000e+00	 1.4286000000e-02	 9.9979421360e-01	 2.0285918027e-02	 2.4466370124e+01	 1.7456295970e-01
 0.0000000000e+00	 2.8572000000e-02	 9.9917015173e-01	 4.0730438957e-02	 2.4425697442e+01	 1.6391003378e-01
 0.0000000000e+00	 4.2858000000e-02	 9.9811797387e-01	 6.1322427094e-02	 2.4360146665e+01	 1.5534998393e-01
 0.0000000000e+00	 5.7144000000e-02	 9.9662815290e-01	 8.2050164801e-02	 2.4269286801e+01	 1.4838845535e-01
 0.0000000000e+00	 7.1430000000e-02	 9.9469151154e-01	 1.0290135811e-01	 2.4152837054e+01	 1.4259022583e-01
 0.0000000000e+00	 8.5716000000e-02	 9.9229925915e-01	 1.2386314479e-01	 2.4010666781e+01	 1.3759305546e-01
 0.0000000000e+00	 1.0000200000e-01	 9.8944302882e-01	 1.4492210489e-01	 2.3842794519e+01	 1.3312153438e-01
 0.0000000000e+00	 1.1428800000e-01	 9.8611491462e-01	 1.6606427394e-01	 2.3649386059e+01	 1.2900078201e-01
 0.0000000000e+00	 1.2857400000e-01	 9.8230750859e-01	 1.8727515887e-01	 2.3430751552e+01	 1.2516983000e-01
 0.0000000000e+00	 1.4286000000e-01	 9.7801393759e-01	 2.0853975653e-01	 2.3187341679e+01	 1.2169450056e-01
 1.4286000000e-02	 0.0000000000e+00	 1.0142857623e+00	 0.0000000000e+00	 2.3686668577e+01	 4.0003295833e-01
 1.4286000000e-02	 1.4286000000e-02	 1.0140770361e+00	 2.0575717834e-02	 2.3677879986e+01	 3.9431678786e-01
 1.4286000000e-02	 2.8572000000e-02	 1.0134440591e+00	 4.1312304334e-02	 2.3644368256e+01	 3.8952297962e-01
 1.4286000000e-02	 4.2858000000e-02	 1.0123768500e+00	 6.2198464722e-02	 2.3585669026e+01	 3.8521390260e-01
 1.4286000000e-02	 5.7144000000e-02	 1.0108657458e+00	 8.3222313965e-02	 2.3501481820e+01	 3.8104109317e-01
