xi	eta	x	y	stress_rr	stress_sita
 0.0000000000e+000	 0.0000000000e+000	 1.0000000000e+000	 0.0000000000e+000	 3.1014526495e+001	 3.0067607251e-001
 0.0000000000e+000	 6.6670000000e-003	 9.9995537907e-001	 9.4463922618e-003	 3.1002630864e+001	 2.9650157391e-001
 0.0000000000e+000	 1.3334000000e-002	 9.9982082766e-001	 1.8928670806e-002	 3.0983803436e+001	 2.9177452828e-001
 0.0000000000e+000	 2.0001000000e-002	 9.9959532214e-001	 2.8445738363e-002	 3.0958069378e+001	 2.8668038087e-001
 0.0000000000e+000	 2.6668000000e-002	 9.9927785191e-001	 3.7996469419e-002	 3.0925446712e+001	 2.8140745053e-001
 0.0000000000e+000	 3.3335000000e-002	 9.9886742018e-001	 4.7579710273e-002	 3.0885946245e+001	 2.7614642834e-001
 0.0000000000e+000	 4.0002000000e-002	 9.9836304482e-001	 5.7194279111e-002	 3.0839571546e+001	 2.7108980872e-001
 0.0000000000e+000	 4.6669000000e-002	 9.9776375910e-001	 6.6838966101e-002	 3.0786318956e+001	 2.6643125320e-001
 0.0000000000e+000	 5.3336000000e-002	 9.9706861257e-001	 7.6512533521e-002	 3.0726177652e+001	 2.6236488667e-001
 0.0000000000e+000	 6.0003000000e-002	 9.9627667181e-001	 8.6213715910e-002	 3.0659129740e+001	 2.5908452669e-001
 0.0000000000e+000	 6.6670000000e-002	 9.9538702132e-001	 9.5941220239e-002	 3.0585150396e+001	 2.5678284626e-001
 6.6670000000e-003	 0.0000000000e+000	 1.0266668589e+000	 0.0000000000e+000	 2.9086000720e+001	 7.9369826108e-001
 6.6670000000e-003	 6.6670000000e-003	 1.0266210481e+000	 9.6982978697e-003	 2.9081876472e+001	 7.9298387725e-001
 6.6670000000e-003	 1.3334000000e-002	 1.0264829086e+000	 1.9433438997e-002	 2.9070844552e+001	 7.9156711875e-001
 6.6670000000e-003	 2.0001000000e-002	 1.0262513896e+000	 2.9204296851e-002	 2.9052869434e+001	 7.8953420922e-001
