xi	eta	x	y	stress_rr	stress_sita
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 2.0299630851e+01	 3.0779094911e-01
 0.0000000000e+00	 1.2500000000e-02	 9.9984261196e-01	 1.7741231987e-02	 2.0275897555e+01	 3.0255829224e-01
 0.0000000000e+00	 2.5000000000e-02	 9.9936594664e-01	 3.5604840891e-02	 2.0237332097e+01	 2.9727943808e-01
 0.0000000000e+00	 3.7500000000e-02	 9.9856337511e-01	 5.3583447897e-02	 2.0183836410e+01	 2.9232715517e-01
 0.0000000000e+00	 5.0000000000e-02	 9.9742844690e-01	 7.1669333081e-02	 2.0115332190e+01	 2.8806449067e-01
 0.0000000000e+00	 6.2500000000e-02	 9.9595490861e-01	 8.9854437912e-02	 2.0031761166e+01	 2.8484273795e-01
 0.0000000000e+00	 7.5000000000e-02	 9.9413672265e-01	 1.0813036884e-01	 1.9933085427e+01	 2.8299921554e-01
 0.0000000000e+00	 8.7500000000e-02	 9.9196808625e-01	 1.2648840200e-01	 1.9819287856e+01	 2.8285484339e-01
 0.0000000000e+00	 1.0000000000e-01	 9.8944345047e-01	 1.4491948904e-01	 1.9690372663e+01	 2.8471149977e-01
 0.0000000000e+00	 1.1250000000e-01	 9.8655753924e-01	 1.6341426419e-01	 1.9546366073e+01	 2.8884913836e-01
 0.0000000000e+00	 1.2500000000e-01	 9.8330536840e-01	 1.8196305243e-01	 1.9387317195e+01	 2.9552264051e-01
 1.2500000000e-02	 0.0000000000e+00	 1.0125000000e+00	 0.0000000000e+00	 1.9703755479e+01	 3.8710768770e-01
 1.2500000000e-02	 1.2500000000e-02	 1.0123406446e+00	 1.7962997385e-02	 1.9684949064e+01	 3.8367126330e-01
 1.2500000000e-02	 2.5000000000e-02	 1.0118580210e+00	 3.6049901398e-02	 1.9651061080e+01	 3.7981609558e-01
 1.2500000000e-02	 3.7500000000e-02	 1.0110454173e+00	 5.4253240991e-02	 1.9601975742e+01	 3.7588167426e-01
 1.2500000000e-02	 5.0000000000e-02	 1.0098963025e+00	 7.2565199739e-02	 1.9537596093e+01	 3.7220005775e-01
 1.2500000000e-02	 6.2500000000e-02	 1.0084043450e+00	 9.0977618379e-02	 1.9457844262e+01	 3.6909412098e-01
 1.2500000000e-02	 7.5000000000e-02	 1.0065634317e+00	 1.0948199844e-01	 1.9362661780e+01	 3.6687563547e-01
 1.2500000000e-02	 8.7500000000e-02	 1.0043676873e+00	 1.2806950702e-01	 1.9252009976e+01	 3.6584316979e-01
 1.2500000000e-02	 1.0000000000e-01	 1.0018114936e+00	 1.4673098265e-01	 1.9125870452e+01	 3.6627979643e-01
 1.2500000000e-02	 1.1250000000e-01	 9.9888950849e-01	 1.6545694249e-01	 1.8984245687e+01	 3.6845058773e-01
 1.2500000000e-02	 1.2500000000e-01	 9.9559668551e-01	 1.8423759058e-01	 1.8827159789e+01	 3.7259987968e-01
 2.5000000000e-02	 0.0000000000e+00	 1.0250000000e+00	 0.0000000000e+00	 1.9150883198e+01	 4.8485430793e-01
 2.5000000000e-02	 1.2500000000e-02	 1.0248386773e+00	 1.8184762783e-02	 1.9136631477e+01	 4.8303987963e-01
 2.5000000000e-02	 2.5000000000e-02	 1.0243500953e+00	 3.6494961906e-02	 1.9107088390e+01	 4.8042425644e-01
 2.5000000000e-02	 3.7500000000e-02	 1.0235274595e+00	 5.4923034086e-02	 1.9062121850e+01	 4.7731366974e-01
 2.5000000000e-02	 5.0000000000e-02	 1.0223641581e+00	 7.3461066397e-02	 1.9001617723e+01	 4.7400911867e-01
 2.5000000000e-02	 6.2500000000e-02	 1.0208537813e+00	 9.2100798847e-02	 1.8925480101e+01	 4.7080488326e-01
 2.5000000000e-02	 7.5000000000e-02	 1.0189901407e+00	 1.1083362805e-01	 1.8833631609e+01	 4.6798689010e-01
 2.5000000000e-02	 8.7500000000e-02	 1.0167672884e+00	 1.2965061203e-01	 1.8726013768e+01	 4.6583092099e-01
 2.5000000000e-02	 1.0000000000e-01	 1.0141795367e+00	 1.4854247626e-01	 1.8602587435e+01	 4.6460065317e-01
 2.5000000000e-02	 1.1250000000e-01	 1.0112214777e+00	 1.6749962078e-01	 1.8463333326e+01	 4.6454551705e-01
 2.5000000000e-02	 1.2500000000e-01	 1.0078880026e+00	 1.8651212874e-01	 1.8308252664e+01	 4.6589835381e-01
 3.7500000000e-02	 0.0000000000e+00	 1.0375000000e+00	 0.0000000000e+00	 1.8639459923e+01	 6.0036478095e-01
 3.7500000000e-02	 1.2500000000e-02	 1.0373367099e+00	 1.8406528182e-02	 1.8629404830e+01	 6.0000374527e-01
