xi	eta	x	y	stress_rr	stress_sita
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 3.0534513934e+02	 9.7561842786e+01
 0.0000000000e+00	 1.2500000000e-02	 9.9984261196e-01	 1.7741231987e-02	 2.7127335853e+02	 9.8268984542e+01
 0.0000000000e+00	 2.5000000000e-02	 9.9936594664e-01	 3.5604840891e-02	 2.3582399631e+02	 9.7150907972e+01
 0.0000000000e+00	 3.7500000000e-02	 9.9856337511e-01	 5.3583447897e-02	 1.9900917754e+02	 9.4131827776e+01
 0.0000000000e+00	 5.0000000000e-02	 9.9742844690e-01	 7.1669333081e-02	 1.6089912651e+02	 8.9083987841e+01
 0.0000000000e+00	 6.2500000000e-02	 9.9595490861e-01	 8.9854437912e-02	 1.2183858668e+02	 8.1611741546e+01
 0.0000000000e+00	 7.5000000000e-02	 9.9413672265e-01	 1.0813036884e-01	 8.5249269848e+01	 6.8249599292e+01
 0.0000000000e+00	 8.7500000000e-02	 9.9196808625e-01	 1.2648840200e-01	 6.6411098058e+01	 3.3681476901e+01
 0.0000000000e+00	 1.0000000000e-01	 9.8944345047e-01	 1.4491948904e-01	 5.2668829905e+01	-9.4654500522e+00
 0.0000000000e+00	 1.1250000000e-01	 9.8655753924e-01	 1.6341426419e-01	 3.7632628100e+01	-5.4820846305e+01
 0.0000000000e+00	 1.2500000000e-01	 9.8330536840e-01	 1.8196305243e-01	 2.0726369937e+01	-1.0181907649e+02
 1.2500000000e-02	 0.0000000000e+00	 1.0125000000e+00	 0.0000000000e+00	 3.0488799399e+02	 1.0101571365e+02
 1.2500000000e-02	 1.2500000000e-02	 1.0123406446e+00	 1.7962997385e-02	 2.7070608530e+02	 9.8827417426e+01
 1.2500000000e-02	 2.5000000000e-02	 1.0118580210e+00	 3.6049901398e-02	 2.3505640998e+02	 9.4939291607e+01
 1.2500000000e-02	 3.7500000000e-02	 1.0110454173e+00	 5.4253240991e-02	 1.9796541592e+02	 8.9305966576e+01
 1.2500000000e-02	 5.0000000000e-02	 1.0098963025e+00	 7.2565199739e-02	 1.5950481861e+02	 8.1844442315e+01
 1.2500000000e-02	 6.2500000000e-02	 1.0084043450e+00	 9.0977618379e-02	 1.1992216003e+02	 7.2303925017e+01
 1.2500000000e-02	 7.5000000000e-02	 1.0065634317e+00	 1.0948199844e-01	 8.0829588201e+01	 5.9077427429e+01
 1.2500000000e-02	 8.7500000000e-02	 1.0043676873e+00	 1.2806950702e-01	 5.4456805251e+01	 2.9949182246e+01
 1.2500000000e-02	 1.0000000000e-01	 1.0018114936e+00	 1.4673098265e-01	 3.8357242884e+01	-1.2611193812e+01
 1.2500000000e-02	 1.1250000000e-01	 9.9888950849e-01	 1.6545694249e-01	 2.2004747220e+01	-5.8045070252e+01
 1.2500000000e-02	 1.2500000000e-01	 9.9559668551e-01	 1.8423759058e-01	 4.2485284123e+00	-1.0515946612e+02
 2.5000000000e-02	 0.0000000000e+00	 1.0250000000e+00	 0.0000000000e+00	 3.0228292208e+02	 1.0270939766e+02
 2.5000000000e-02	 1.2500000000e-02	 1.0248386773e+00	 1.8184762783e-02	 2.6831262182e+02	 9.7835868127e+01
 2.5000000000e-02	 2.5000000000e-02	 1.0243500953e+00	 3.6494961906e-02	 2.3279063344e+02	 9.1381976213e+01
 2.5000000000e-02	 3.7500000000e-02	 1.0235274595e+00	 5.4923034086e-02	 1.9575802538e+02	 8.3331663921e+01
 2.5000000000e-02	 5.0000000000e-02	 1.0223641581e+00	 7.3461066397e-02	 1.5729301808e+02	 7.3640841314e+01
 2.5000000000e-02	 6.2500000000e-02	 1.0208537813e+00	 9.2100798847e-02	 1.1759423260e+02	 6.2154430310e+01
 2.5000000000e-02	 7.5000000000e-02	 1.0189901407e+00	 1.1083362805e-01	 7.7525406193e+01	 4.8061914010e+01
 2.5000000000e-02	 8.7500000000e-02	 1.0167672884e+00	 1.2965061203e-01	 4.3997840351e+01	 2.4515123082e+01
 2.5000000000e-02	 1.0000000000e-01	 1.0141795367e+00	 1.4854247626e-01	 2.4323476085e+01	-1.5724638926e+01
 2.5000000000e-02	 1.1250000000e-01	 1.0112214777e+00	 1.6749962078e-01	 6.6327623110e+00	-6.0704300063e+01
 2.5000000000e-02	 1.2500000000e-01	 1.0078880026e+00	 1.8651212874e-01	-1.1843669568e+01	-1.0756057041e+02
 3.7500000000e-02	 0.0000000000e+00	 1.0375000000e+00	 0.0000000000e+00	 2.9758361464e+02	 1.0273038940e+02
 3.7500000000e-02	 1.2500000000e-02	 1.0373367099e+00	 1.8406528182e-02	 2.6414478510e+02	 9.5364483788e+01
 3.7500000000e-02	 2.5000000000e-02	 1.0368421696e+00	 3.6940022414e-02	 2.2907411945e+02	 8.6534239306e+01
 3.7500000000e-02	 3.7500000000e-02	 1.0360095017e+00	 5.5592827180e-02	 1.9242577121e+02	 7.6253667709e+01
 3.7500000000e-02	 5.0000000000e-02	 1.0348320137e+00	 7.4356933056e-02	 1.5428472867e+02	 6.4516524002e+01
 3.7500000000e-02	 6.2500000000e-02	 1.0333032177e+00	 9.3223979316e-02	 1.1482031569e+02	 5.1242996556e+01
 3.7500000000e-02	 7.5000000000e-02	 1.0314168498e+00	 1.1218525765e-01	 7.4553091836e+01	 3.6012958524e+01
 3.7500000000e-02	 8.7500000000e-02	 1.0291668895e+00	 1.3123171705e-01	 3.6543354939e+01	 1.5877574455e+01
 3.7500000000e-02	 1.0000000000e-01	 1.0265475799e+00	 1.5035396986e-01	 1.0933412397e+01	-1.9182907295e+01
