label=Displacement
num_items=200

0:	0.000000e+00 0.000000e+00 
84:	-9.007628e-02 4.201735e-01 
85:	-1.198228e-01 4.250883e-01 
86:	-1.470925e-01 4.303867e-01 
87:	-1.757686e-01 4.345382e-01 
88:	-1.937948e-01 4.380245e-01 
89:	-2.033352e-01 4.392058e-01 
90:	0.000000e+00 4.330017e-01 
91:	-1.016151e-02 4.334184e-01 
92:	-3.205330e-02 4.337987e-01 
93:	-6.237508e-02 4.374974e-01 
94:	-9.241952e-02 4.419213e-01 
95:	-1.208967e-01 4.470270e-01 
96:	-1.491451e-01 4.518081e-01 
97:	-1.768486e-01 4.565115e-01 
98:	-1.955489e-01 4.594285e-01 
99:	-2.047324e-01 4.609882e-01 
100:	1.848038e-03 0.000000e+00 
101:	2.597793e-03 0.000000e+00 
102:	5.124623e-03 0.000000e+00 
103:	1.053842e-02 0.000000e+00 
104:	1.111172e-02 0.000000e+00 
105:	7.599459e-03 0.000000e+00 
106:	6.618753e-03 0.000000e+00 
107:	-4.438208e-02 0.000000e+00 
108:	8.047018e-02 0.000000e+00 
109:	0.000000e+00 0.000000e+00 
110:	-1.394069e-02 1.817157e-02 
111:	-1.059707e-02 2.013220e-02 
112:	-1.304358e-02 5.126892e-03 
113:	-3.732027e-03 1.342622e-02 
114:	-3.527363e-03 1.469831e-02 
115:	-5.468420e-03 1.260053e-02 
116:	-9.508609e-03 2.793690e-02 
117:	-2.710324e-03 -2.027733e-02 
118:	-7.378276e-03 4.672964e-02 
119:	0.000000e+00 0.000000e+00 
120:	-1.039222e-04 1.817414e-03 
121:	3.230801e-03 4.409957e-03 
122:	-8.412219e-03 3.631955e-03 
123:	-3.597698e-03 3.013048e-03 
124:	-2.958301e-03 5.780948e-03 
125:	-3.497014e-03 6.211527e-03 
126:	8.754933e-04 1.441282e-03 
127:	-1.311407e-02 -7.158847e-03 
128:	1.544407e-02 1.589774e-02 
129:	0.000000e+00 0.000000e+00 
130:	5.724270e-03 -1.309201e-02 
131:	8.156740e-04 -3.328115e-03 
132:	-1.189927e-02 -3.399214e-03 
133:	-5.802586e-03 -2.545649e-03 
134:	-6.253991e-03 -6.362298e-04 
135:	-2.925798e-03 -2.420845e-03 
136:	-5.748994e-03 5.015328e-03 
137:	1.028502e-02 -2.322634e-02 
138:	-1.541071e-02 3.081390e-02 
139:	0.000000e+00 0.000000e+00 
140:	5.024760e-03 -3.260386e-02 
141:	1.957426e-04 -2.381270e-02 
142:	-1.334194e-02 -1.878438e-02 
143:	-7.184449e-03 -1.735311e-02 
144:	-5.519561e-03 -1.464485e-02 
145:	-3.963345e-03 -1.229573e-02 
146:	-2.039596e-04 -1.223440e-02 
147:	3.637593e-04 -1.139396e-02 
148:	-1.321866e-02 7.368202e-03 
149:	0.000000e+00 0.000000e+00 
150:	1.322706e-02 -4.267057e-02 
151:	3.930994e-03 -3.743175e-02 
152:	-1.141306e-02 -3.530085e-02 
153:	-2.000621e-03 -3.352453e-02 
154:	-1.323229e-03 -2.848975e-02 
155:	3.078504e-03 -2.500774e-02 
156:	-9.181663e-04 -1.430031e-02 
157:	1.411894e-02 -2.981011e-02 
158:	7.898202e-04 1.402396e-02 
159:	0.000000e+00 0.000000e+00 
160:	8.585263e-03 -5.095456e-02 
161:	4.136397e-03 -4.672787e-02 
162:	-3.777966e-03 -4.252419e-02 
163:	5.905825e-03 -4.202418e-02 
164:	1.069214e-02 -3.812865e-02 
165:	1.310794e-02 -3.061896e-02 
166:	1.530711e-02 -2.484295e-02 
167:	1.850178e-02 4.801632e-03 
168:	-3.799881e-02 -2.624316e-02 
169:	0.000000e+00 0.000000e+00 
170:	2.064458e-02 -1.230818e-02 
171:	2.780592e-02 -2.413097e-02 
172:	1.057282e-02 -3.071835e-02 
173:	2.511450e-02 -3.465371e-02 
174:	2.459636e-02 -3.657224e-02 
175:	2.304704e-02 -4.118809e-02 
176:	2.776056e-02 -3.760663e-02 
177:	-1.950915e-02 -6.602403e-02 
178:	8.871490e-02 2.754356e-02 
179:	0.000000e+00 0.000000e+00 
180:	-2.186011e-02 5.827361e-02 
181:	-4.190071e-03 5.427117e-02 
182:	-1.232324e-03 5.505272e-02 
183:	4.128712e-03 4.520696e-02 
184:	3.023148e-03 3.687143e-02 
185:	7.704059e-03 3.397018e-02 
186:	-6.029588e-03 1.931460e-02 
187:	6.617129e-02 5.130511e-02 
188:	-5.602713e-02 -3.600100e-02 
189:	0.000000e+00 0.000000e+00 
190:	0.000000e+00 9.831868e-02 
191:	0.000000e+00 1.006504e-01 
192:	0.000000e+00 7.575029e-02 
193:	0.000000e+00 7.419972e-02 
194:	0.000000e+00 6.839935e-02 
195:	0.000000e+00 6.173908e-02 
196:	0.000000e+00 6.329600e-02 
197:	0.000000e+00 3.830808e-02 
198:	0.000000e+00 6.674705e-03 
199:	0.000000e+00 0.000000e+00 
