xi	eta	x	y	stress_vm

patch_n;0

 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 5.1420467825e+00	 0.0000000000e+00
 0.0000000000e+00	 1.2500000000e-02	 0.0000000000e+00	 1.2500000000e-01	 2.2142069215e+00	 1.2500000000e-02
 0.0000000000e+00	 2.5000000000e-02	 0.0000000000e+00	 2.5000000000e-01	 1.0512879480e+00	 2.5000000000e-02
 0.0000000000e+00	 3.7500000000e-02	 0.0000000000e+00	 3.7500000000e-01	 3.8463787047e+00	 3.7500000000e-02
 0.0000000000e+00	 5.0000000000e-02	 0.0000000000e+00	 5.0000000000e-01	 6.7788681405e+00	 5.0000000000e-02
 0.0000000000e+00	 6.2500000000e-02	 0.0000000000e+00	 6.2500000000e-01	 9.7364327187e+00	 6.2500000000e-02
 0.0000000000e+00	 7.5000000000e-02	 0.0000000000e+00	 7.5000000000e-01	 1.2719396593e+01	 7.5000000000e-02
 0.0000000000e+00	 8.7500000000e-02	 0.0000000000e+00	 8.7500000000e-01	 1.5735203239e+01	 8.7500000000e-02
 0.0000000000e+00	 1.0000000000e-01	 0.0000000000e+00	 1.0000000000e+00	 1.8792636630e+01	 1.0000000000e-01
 0.0000000000e+00	 1.1250000000e-01	 0.0000000000e+00	 1.1250000000e+00	 2.1900746282e+01	 1.1250000000e-01
 0.0000000000e+00	 1.2500000000e-01	 0.0000000000e+00	 1.2500000000e+00	 2.5068518238e+01	 1.2500000000e-01
 1.2500000000e-02	 0.0000000000e+00	 1.2500000000e-01	 0.0000000000e+00	 4.5415068854e+00	 1.2500000000e-02
 1.2500000000e-02	 1.2500000000e-02	 1.2500000000e-01	 1.2500000000e-01	 1.6962436635e+00	 1.7677669530e-02
 1.2500000000e-02	 2.5000000000e-02	 1.2500000000e-01	 2.5000000000e-01	 1.3325740448e+00	 2.7950849719e-02
 1.2500000000e-02	 3.7500000000e-02	 1.2500000000e-01	 3.7500000000e-01	 4.1468487712e+00	 3.9528470752e-02
