1	10	10
71	71	7	7
 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00	 0.0000e+00
 0.0000e+00	 1.4286e-01	 0.0000e+00	 1.3000e-03	 1.3000e-03
 0.0000e+00	 2.8572e-01	 0.0000e+00	 2.6000e-03	 2.6000e-03
 0.0000e+00	 4.2858e-01	 0.0000e+00	 3.9000e-03	 3.9000e-03
 0.0000e+00	 5.7144e-01	 0.0000e+00	 5.2001e-03	 5.2001e-03
 0.0000e+00	 7.1430e-01	 0.0000e+00	 6.5001e-03	 6.5001e-03
 0.0000e+00	 8.5716e-01	 0.0000e+00	 7.8001e-03	 7.8001e-03
 0.0000e+00	 1.0000e+00	 0.0000e+00	 9.1002e-03	 9.1002e-03
 0.0000e+00	 1.1429e+00	 0.0000e+00	 1.0400e-02	 1.0400e-02
 0.0000e+00	 1.2857e+00	 0.0000e+00	 1.1700e-02	 1.1700e-02
 0.0000e+00	 1.4286e+00	 0.0000e+00	 1.3000e-02	 1.3000e-02
 0.0000e+00	 1.5715e+00	 0.0000e+00	 1.4300e-02	 1.4300e-02
 0.0000e+00	 1.7143e+00	 0.0000e+00	 1.5600e-02	 1.5600e-02
 0.0000e+00	 1.8572e+00	 0.0000e+00	 1.6900e-02	 1.6900e-02
 0.0000e+00	 2.0000e+00	 0.0000e+00	 1.8200e-02	 1.8200e-02
 0.0000e+00	 2.1429e+00	 0.0000e+00	 1.9500e-02	 1.9500e-02
 0.0000e+00	 2.2857e+00	 0.0000e+00	 2.0800e-02	 2.0800e-02
 0.0000e+00	 2.4286e+00	 0.0000e+00	 2.2100e-02	 2.2100e-02
 0.0000e+00	 2.5714e+00	 0.0000e+00	 2.3400e-02	 2.3400e-02
 0.0000e+00	 2.7143e+00	 0.0000e+00	 2.4700e-02	 2.4700e-02
 0.0000e+00	 2.8571e+00	 0.0000e+00	 2.6000e-02	 2.6000e-02
 0.0000e+00	 3.0000e+00	 0.0000e+00	 2.7300e-02	 2.7300e-02
 0.0000e+00	 3.1428e+00	 0.0000e+00	 2.8600e-02	 2.8600e-02
 0.0000e+00	 3.2857e+00	 0.0000e+00	 2.9900e-02	 2.9900e-02
 0.0000e+00	 3.4286e+00	 0.0000e+00	 3.1200e-02	 3.1200e-02
 0.0000e+00	 3.5714e+00	 0.0000e+00	 3.2500e-02	 3.2500e-02
 0.0000e+00	 3.7143e+00	 0.0000e+00	 3.3800e-02	 3.3800e-02
 0.0000e+00	 3.8571e+00	 0.0000e+00	 3.5100e-02	 3.5100e-02
 0.0000e+00	 4.0000e+00	 0.0000e+00	 3.6400e-02	 3.6400e-02
 0.0000e+00	 4.1428e+00	 0.0000e+00	 3.7700e-02	 3.7700e-02
 0.0000e+00	 4.2857e+00	 0.0000e+00	 3.9000e-02	 3.9000e-02
 0.0000e+00	 4.4286e+00	 0.0000e+00	 4.0300e-02	 4.0300e-02
 0.0000e+00	 4.5714e+00	 0.0000e+00	 4.1600e-02	 4.1600e-02
 0.0000e+00	 4.7143e+00	 0.0000e+00	 4.2900e-02	 4.2900e-02
 0.0000e+00	 4.8571e+00	 0.0000e+00	 4.4200e-02	 4.4200e-02
 0.0000e+00	 5.0000e+00	 0.0000e+00	 4.5500e-02	 4.5500e-02
 0.0000e+00	 5.1429e+00	 0.0000e+00	 4.6800e-02	 4.6800e-02
 0.0000e+00	 5.2857e+00	 0.0000e+00	 4.8100e-02	 4.8100e-02
 0.0000e+00	 5.4286e+00	 0.0000e+00	 4.9400e-02	 4.9400e-02
 0.0000e+00	 5.5714e+00	 0.0000e+00	 5.0700e-02	 5.0700e-02
 0.0000e+00	 5.7143e+00	 0.0000e+00	 5.2000e-02	 5.2000e-02
