1152
0.0000000000000000e+00 5.3412592821951432e-01
0.0000000000000000e+00 5.3412592821951432e-01
0.0000000000000000e+00 5.3412592821951432e-01
0.0000000000000000e+00 8.1632653061224492e-01
0.0000000000000000e+00 8.1632653061224492e-01
0.0000000000000000e+00 8.1632653061224492e-01
0.0000000000000000e+00 1.2693861742959107e+00
0.0000000000000000e+00 1.2693861742959107e+00
0.0000000000000000e+00 1.2693861742959107e+00
5.3412592821951443e-01 5.3412592821951432e-01
8.1632653061224514e-01 5.3412592821951443e-01
1.2693861742959107e+00 5.3412592821951443e-01
5.3412592821951443e-01 8.1632653061224514e-01
8.1632653061224492e-01 8.1632653061224492e-01
1.2693861742959105e+00 8.1632653061224492e-01
5.3412592821951443e-01 1.2693861742959107e+00
8.1632653061224492e-01 1.2693861742959105e+00
1.2693861742959107e+00 1.2693861742959103e+00
1.8251608629877558e+00 5.3412592821951443e-01
2.1966205837173587e+00 5.3412592821951443e-01
2.6969352264138418e+00 5.3412592821951443e-01
1.8251608629877558e+00 8.1632653061224514e-01
2.1966205837173582e+00 8.1632653061224503e-01
2.6969352264138418e+00 8.1632653061224514e-01
1.8251608629877558e+00 1.2693861742959107e+00
2.1966205837173582e+00 1.2693861742959105e+00
2.6969352264138409e+00 1.2693861742959107e+00
3.2276030388435615e+00 5.3412592821951432e-01
3.6170212765957448e+00 5.3412592821951432e-01
4.1253553137688908e+00 5.3412592821951432e-01
3.2276030388435615e+00 8.1632653061224503e-01
3.6170212765957444e+00 8.1632653061224492e-01
4.1253553137688899e+00 8.1632653061224492e-01
3.2276030388435615e+00 1.2693861742959105e+00
3.6170212765957448e+00 1.2693861742959103e+00
4.1253553137688908e+00 1.2693861742959105e+00
4.6561744674149903e+00 5.3412592821951432e-01
5.0455927051671736e+00 5.3412592821951432e-01
5.5539267423403196e+00 5.3412592821951443e-01
4.6561744674149903e+00 8.1632653061224492e-01
5.0455927051671736e+00 8.1632653061224492e-01
5.5539267423403187e+00 8.1632653061224481e-01
4.6561744674149903e+00 1.2693861742959103e+00
5.0455927051671736e+00 1.2693861742959103e+00
5.5539267423403196e+00 1.2693861742959105e+00
6.0847458959864174e+00 5.3412592821951432e-01
6.4741641337386007e+00 5.3412592821951432e-01
6.9824981709117484e+00 5.3412592821951443e-01
6.0847458959864174e+00 8.1632653061224492e-01
6.4741641337386007e+00 8.1632653061224492e-01
6.9824981709117475e+00 8.1632653061224503e-01
6.0847458959864191e+00 1.2693861742959109e+00
6.4741641337386016e+00 1.2693861742959105e+00
6.9824981709117484e+00 1.2693861742959107e+00
8.9418887531292768e+00 5.3412592821951432e-01
9.3313069908814601e+00 5.3412592821951432e-01
9.8396410280546061e+00 5.3412592821951443e-01
8.9418887531292750e+00 8.1632653061224492e-01
9.3313069908814583e+00 8.1632653061224503e-01
9.8396410280546078e+00 8.1632653061224514e-01
8.9418887531292768e+00 1.2693861742959105e+00
9.3313069908814601e+00 1.2693861742959107e+00
9.8396410280546061e+00 1.2693861742959107e+00
0.0000000000000000e+00 1.8251608629877558e+00
0.0000000000000000e+00 1.8251608629877558e+00
0.0000000000000000e+00 1.8251608629877558e+00
0.0000000000000000e+00 2.1966205837173582e+00
0.0000000000000000e+00 2.1966205837173582e+00
0.0000000000000000e+00 2.1966205837173582e+00
0.0000000000000000e+00 2.6969352264138418e+00
0.0000000000000000e+00 2.6969352264138418e+00
0.0000000000000000e+00 2.6969352264138418e+00
5.3412592821951432e-01 1.8251608629877558e+00
8.1632653061224503e-01 1.8251608629877560e+00
1.2693861742959107e+00 1.8251608629877558e+00
5.3412592821951443e-01 2.1966205837173587e+00
8.1632653061224503e-01 2.1966205837173582e+00
1.2693861742959105e+00 2.1966205837173582e+00
5.3412592821951432e-01 2.6969352264138418e+00
