1	10	10
71	71	7	7
 1.0000e+00	 0.0000e+00	-nan	-nan	-nan
 9.9983e-01	 2.3019e-02	-nan	-nan	-nan
 9.9933e-01	 4.6082e-02	-nan	-nan	-nan
 9.9847e-01	 6.9178e-02	-nan	-nan	-nan
 9.9725e-01	 9.2293e-02	-nan	-nan	-nan
 9.9565e-01	 1.1541e-01	-nan	-nan	-nan
 9.9367e-01	 1.3853e-01	-nan	-nan	-nan
 9.9130e-01	 1.6162e-01	-nan	-nan	-nan
 9.8852e-01	 1.8467e-01	-nan	-nan	-nan
 9.8532e-01	 2.0768e-01	-nan	-nan	-nan
 9.8169e-01	 2.3062e-01	-nan	-nan	-nan
 9.7763e-01	 2.5347e-01	-nan	-nan	-nan
 9.7313e-01	 2.7623e-01	-nan	-nan	-nan
 9.6817e-01	 2.9888e-01	-nan	-nan	-nan
 9.6276e-01	 3.2139e-01	-nan	-nan	-nan
 9.5687e-01	 3.4376e-01	-nan	-nan	-nan
 9.5051e-01	 3.6597e-01	-nan	-nan	-nan
 9.4367e-01	 3.8800e-01	-nan	-nan	-nan
 9.3635e-01	 4.0983e-01	-nan	-nan	-nan
 9.2853e-01	 4.3145e-01	-nan	-nan	-nan
 9.2022e-01	 4.5284e-01	-nan	-nan	-nan
 9.1140e-01	 4.7399e-01	-nan	-nan	-nan
 9.0209e-01	 4.9488e-01	-nan	-nan	-nan
 8.9227e-01	 5.1549e-01	-nan	-nan	-nan
 8.8195e-01	 5.3581e-01	-nan	-nan	-nan
 8.7113e-01	 5.5581e-01	-nan	-nan	-nan
 8.5980e-01	 5.7549e-01	-nan	-nan	-nan
 8.4797e-01	 5.9484e-01	-nan	-nan	-nan
 8.3564e-01	 6.1382e-01	-nan	-nan	-nan
 8.2281e-01	 6.3244e-01	-nan	-nan	-nan
 8.0949e-01	 6.5068e-01	-nan	-nan	-nan
 7.9568e-01	 6.6852e-01	-nan	-nan	-nan
 7.8139e-01	 6.8596e-01	-nan	-nan	-nan
 7.6663e-01	 7.0297e-01	-nan	-nan	-nan
 7.5140e-01	 7.1956e-01	-nan	-nan	-nan
 7.3570e-01	 7.3570e-01	-nan	-nan	-nan
 7.1956e-01	 7.5140e-01	-nan	-nan	-nan
 7.0297e-01	 7.6663e-01	-nan	-nan	-nan
 6.8596e-01	 7.8139e-01	-nan	-nan	-nan
 6.6852e-01	 7.9568e-01	-nan	-nan	-nan
 6.5068e-01	 8.0949e-01	-nan	-nan	-nan
 6.3244e-01	 8.2281e-01	-nan	-nan	-nan
 6.1382e-01	 8.3564e-01	-nan	-nan	-nan
 5.9484e-01	 8.4797e-01	-nan	-nan	-nan
 5.7549e-01	 8.5980e-01	-nan	-nan	-nan
 5.5581e-01	 8.7113e-01	-nan	-nan	-nan
 5.3581e-01	 8.8195e-01	-nan	-nan	-nan
 5.1549e-01	 8.9227e-01	-nan	-nan	-nan
 4.9488e-01	 9.0209e-01	-nan	-nan	-nan
 4.7399e-01	 9.1140e-01	-nan	-nan	-nan
 4.5284e-01	 9.2022e-01	-nan	-nan	-nan
 4.3145e-01	 9.2853e-01	-nan	-nan	-nan
 4.0983e-01	 9.3635e-01	-nan	-nan	-nan
 3.8800e-01	 9.4367e-01	-nan	-nan	-nan
 3.6597e-01	 9.5051e-01	-nan	-nan	-nan
 3.4376e-01	 9.5687e-01	-nan	-nan	-nan
 3.2139e-01	 9.6276e-01	-nan	-nan	-nan
 2.9888e-01	 9.6817e-01	-nan	-nan	-nan
 2.7623e-01	 9.7313e-01	-nan	-nan	-nan
 2.5347e-01	 9.7763e-01	-nan	-nan	-nan
 2.3062e-01	 9.8169e-01	-nan	-nan	-nan
 2.0768e-01	 9.8532e-01	-nan	-nan	-nan
 1.8467e-01	 9.8852e-01	-nan	-nan	-nan
 1.6162e-01	 9.9130e-01	-nan	-nan	-nan
 1.3853e-01	 9.9367e-01	-nan	-nan	-nan
 1.1541e-01	 9.9565e-01	-nan	-nan	-nan
 9.2293e-02	 9.9725e-01	-nan	-nan	-nan
 6.9178e-02	 9.9847e-01	-nan	-nan	-nan
 4.6082e-02	 9.9933e-01	-nan	-nan	-nan
 2.3019e-02	 9.9983e-01	-nan	-nan	-nan
 0.0000e+00	 1.0000e+00	-nan	-nan	-nan
 1.0143e+00	 0.0000e+00	-nan	-nan	-nan
 1.0141e+00	 2.3348e-02	-nan	-nan	-nan
 1.0136e+00	 4.6740e-02	-nan	-nan	-nan
 1.0127e+00	 7.0166e-02	-nan	-nan	-nan
 1.0115e+00	 9.3611e-02	-nan	-nan	-nan
 1.0099e+00	 1.1706e-01	-nan	-nan	-nan
 1.0079e+00	 1.4051e-01	-nan	-nan	-nan
 1.0055e+00	 1.6393e-01	-nan	-nan	-nan
 1.0026e+00	 1.8731e-01	-nan	-nan	-nan
 9.9939e-01	 2.1065e-01	-nan	-nan	-nan
 9.9572e-01	 2.3391e-01	-nan	-nan	-nan
 9.9160e-01	 2.5709e-01	-nan	-nan	-nan
 9.8703e-01	 2.8018e-01	-nan	-nan	-nan
 9.8201e-01	 3.0315e-01	-nan	-nan	-nan
 9.7651e-01	 3.2598e-01	-nan	-nan	-nan
 9.7054e-01	 3.4867e-01	-nan	-nan	-nan
 9.6409e-01	 3.7120e-01	-nan	-nan	-nan
 9.5715e-01	 3.9354e-01	-nan	-nan	-nan
 9.4972e-01	 4.1568e-01	-nan	-nan	-nan
 9.4179e-01	 4.3761e-01	-nan	-nan	-nan
 9.3336e-01	 4.5931e-01	-nan	-nan	-nan
 9.2442e-01	 4.8076e-01	-nan	-nan	-nan
 9.1498e-01	 5.0195e-01	-nan	-nan	-nan
 9.0502e-01	 5.2285e-01	-nan	-nan	-nan
 8.9455e-01	 5.4346e-01	-nan	-nan	-nan
 8.8357e-01	 5.6375e-01	-nan	-nan	-nan
 8.7208e-01	 5.8372e-01	-nan	-nan	-nan
 8.6008e-01	 6.0333e-01	-nan	-nan	-nan
 8.4758e-01	 6.2259e-01	-nan	-nan	-nan
 8.3457e-01	 6.4148e-01	-nan	-nan	-nan
 8.2106e-01	 6.5998e-01	-nan	-nan	-nan
 8.0705e-01	 6.7807e-01	-nan	-nan	-nan
 7.9256e-01	 6.9576e-01	-nan	-nan	-nan
 7.7758e-01	 7.1302e-01	-nan	-nan	-nan
 7.6213e-01	 7.2984e-01	-nan	-nan	-nan
 7.4621e-01	 7.4621e-01	-nan	-nan	-nan
 7.2984e-01	 7.6213e-01	-nan	-nan	-nan
 7.1302e-01	 7.7758e-01	-nan	-nan	-nan
 6.9576e-01	 7.9256e-01	-nan	-nan	-nan
 6.7807e-01	 8.0705e-01	-nan	-nan	-nan
 6.5998e-01	 8.2106e-01	-nan	-nan	-nan
 6.4148e-01	 8.3457e-01	-nan	-nan	-nan
 6.2259e-01	 8.4758e-01	-nan	-nan	-nan
 6.0333e-01	 8.6008e-01	-nan	-nan	-nan
 5.8372e-01	 8.7208e-01	-nan	-nan	-nan
 5.6375e-01	 8.8357e-01	-nan	-nan	-nan
 5.4346e-01	 8.9455e-01	-nan	-nan	-nan
 5.2285e-01	 9.0502e-01	-nan	-nan	-nan
 5.0195e-01	 9.1498e-01	-nan	-nan	-nan
 4.8076e-01	 9.2442e-01	-nan	-nan	-nan
 4.5931e-01	 9.3336e-01	-nan	-nan	-nan
 4.3761e-01	 9.4179e-01	-nan	-nan	-nan
 4.1568e-01	 9.4972e-01	-nan	-nan	-nan
 3.9354e-01	 9.5715e-01	-nan	-nan	-nan
 3.7120e-01	 9.6409e-01	-nan	-nan	-nan
 3.4867e-01	 9.7054e-01	-nan	-nan	-nan
 3.2598e-01	 9.7651e-01	-nan	-nan	-nan
 3.0315e-01	 9.8201e-01	-nan	-nan	-nan
 2.8018e-01	 9.8703e-01	-nan	-nan	-nan
 2.5709e-01	 9.9160e-01	-nan	-nan	-nan
 2.3391e-01	 9.9572e-01	-nan	-nan	-nan
 2.1065e-01	 9.9939e-01	-nan	-nan	-nan
 1.8731e-01	 1.0026e+00	-nan	-nan	-nan
 1.6393e-01	 1.0055e+00	-nan	-nan	-nan
 1.4051e-01	 1.0079e+00	-nan	-nan	-nan
 1.1706e-01	 1.0099e+00	-nan	-nan	-nan
 9.3611e-02	 1.0115e+00	-nan	-nan	-nan
 7.0166e-02	 1.0127e+00	-nan	-nan	-nan
 4.6740e-02	 1.0136e+00	-nan	-nan	-nan
 2.3348e-02	 1.0141e+00	-nan	-nan	-nan
 0.0000e+00	 1.0143e+00	-nan	-nan	-nan
 1.0286e+00	 0.0000e+00	-nan	-nan	-nan
 1.0284e+00	 2.3676e-02	-nan	-nan	-nan
 1.0279e+00	 4.7399e-02	-nan	-nan	-nan
 1.0270e+00	 7.1154e-02	-nan	-nan	-nan
 1.0257e+00	 9.4930e-02	-nan	-nan	-nan
 1.0241e+00	 1.1871e-01	-nan	-nan	-nan
 1.0221e+00	 1.4248e-01	-nan	-nan	-nan
 1.0196e+00	 1.6624e-01	-nan	-nan	-nan
 1.0168e+00	 1.8995e-01	-nan	-nan	-nan
 1.0135e+00	 2.1361e-01	-nan	-nan	-nan
 1.0097e+00	 2.3721e-01	-nan	-nan	-nan
 1.0056e+00	 2.6072e-01	-nan	-nan	-nan
 1.0009e+00	 2.8412e-01	-nan	-nan	-nan
 9.9584e-01	 3.0742e-01	-nan	-nan	-nan
 9.9027e-01	 3.3057e-01	-nan	-nan	-nan
 9.8421e-01	 3.5358e-01	-nan	-nan	-nan
 9.7767e-01	 3.7642e-01	-nan	-nan	-nan
 9.7064e-01	 3.9908e-01	-nan	-nan	-nan
 9.6310e-01	 4.2154e-01	-nan	-nan	-nan
 9.5506e-01	 4.4378e-01	-nan	-nan	-nan
 9.4651e-01	 4.6578e-01	-nan	-nan	-nan
 9.3744e-01	 4.8754e-01	-nan	-nan	-nan
 9.2787e-01	 5.0902e-01	-nan	-nan	-nan
 9.1777e-01	 5.3022e-01	-nan	-nan	-nan
 9.0715e-01	 5.5111e-01	-nan	-nan	-nan
 8.9602e-01	 5.7169e-01	-nan	-nan	-nan
 8.8437e-01	 5.9194e-01	-nan	-nan	-nan
 8.7220e-01	 6.1183e-01	-nan	-nan	-nan
 8.5951e-01	 6.3136e-01	-nan	-nan	-nan
 8.4632e-01	 6.5051e-01	-nan	-nan	-nan
 8.3262e-01	 6.6927e-01	-nan	-nan	-nan
 8.1842e-01	 6.8762e-01	-nan	-nan	-nan
 8.0372e-01	 7.0556e-01	-nan	-nan	-nan
 7.8853e-01	 7.2306e-01	-nan	-nan	-nan
 7.7286e-01	 7.4012e-01	-nan	-nan	-nan
 7.5672e-01	 7.5672e-01	-nan	-nan	-nan
 7.4012e-01	 7.7286e-01	-nan	-nan	-nan
 7.2306e-01	 7.8853e-01	-nan	-nan	-nan
 7.0556e-01	 8.0372e-01	-nan	-nan	-nan
 6.8762e-01	 8.1842e-01	-nan	-nan	-nan
