xi	eta	x	y	stress_vm

patch_n;0

 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	 0.0000000000e+00	-nan	 0.0000000000e+00
 0.0000000000e+00	 1.2500000000e-02	 0.0000000000e+00	 6.2500000000e-01	-nan	 1.2500000000e-02
 0.0000000000e+00	 2.5000000000e-02	 0.0000000000e+00	 1.2500000000e+00	-nan	 2.5000000000e-02
 0.0000000000e+00	 3.7500000000e-02	 0.0000000000e+00	 1.8750000000e+00	-nan	 3.7500000000e-02
 0.0000000000e+00	 5.0000000000e-02	 0.0000000000e+00	 2.5000000000e+00	-nan	 5.0000000000e-02
 0.0000000000e+00	 6.2500000000e-02	 0.0000000000e+00	 3.1250000000e+00	-nan	 6.2500000000e-02
 0.0000000000e+00	 7.5000000000e-02	 0.0000000000e+00	 3.7500000000e+00	-nan	 7.5000000000e-02
 0.0000000000e+00	 8.7500000000e-02	 0.0000000000e+00	 4.3750000000e+00	-nan	 8.7500000000e-02
 0.0000000000e+00	 1.0000000000e-01	 0.0000000000e+00	 5.0000000000e+00	-nan	 1.0000000000e-01
 0.0000000000e+00	 1.1250000000e-01	 0.0000000000e+00	 5.6250000000e+00	-nan	 1.1250000000e-01
 0.0000000000e+00	 1.2500000000e-01	 0.0000000000e+00	 6.2500000000e+00	-nan	 1.2500000000e-01
 1.2500000000e-02	 0.0000000000e+00	 6.2500000000e-01	 0.0000000000e+00	-nan	 1.2500000000e-02
 1.2500000000e-02	 1.2500000000e-02	 6.2500000000e-01	 6.2500000000e-01	-nan	 1.7677669530e-02
 1.2500000000e-02	 2.5000000000e-02	 6.2500000000e-01	 1.2500000000e+00	-nan	 2.7950849719e-02
 1.2500000000e-02	 3.7500000000e-02	 6.2500000000e-01	 1.8750000000e+00	-nan	 3.9528470752e-02
 1.2500000000e-02	 5.0000000000e-02	 6.2500000000e-01	 2.5000000000e+00	-nan	 5.1538820320e-02
