100
0.000000e+00  0.000000e+00
3.125000e+00  0.000000e+00
9.375000e+00  0.000000e+00
1.562500e+01  0.000000e+00
2.187500e+01  0.000000e+00
2.812500e+01  0.000000e+00
3.437500e+01  0.000000e+00
4.062500e+01  0.000000e+00
4.687500e+01  0.000000e+00
5.000000e+01  0.000000e+00
0.000000e+00  3.125000e+00
3.125000e+00  3.125000e+00
9.375000e+00  3.125000e+00
1.562500e+01  3.125000e+00
2.187500e+01  3.125000e+00
2.812500e+01  3.125000e+00
3.437500e+01  3.125000e+00
4.062500e+01  3.125000e+00
4.687500e+01  3.125000e+00
5.000000e+01  3.125000e+00
0.000000e+00  9.375000e+00
3.125000e+00  9.375000e+00
9.375000e+00  9.375000e+00
1.562500e+01  9.375000e+00
2.187500e+01  9.375000e+00
2.812500e+01  9.375000e+00
3.437500e+01  9.375000e+00
4.062500e+01  9.375000e+00
4.687500e+01  9.375000e+00
5.000000e+01  9.375000e+00
0.000000e+00  1.562500e+01
3.125000e+00  1.562500e+01
9.375000e+00  1.562500e+01
1.562500e+01  1.562500e+01
2.187500e+01  1.562500e+01
2.812500e+01  1.562500e+01
3.437500e+01  1.562500e+01
4.062500e+01  1.562500e+01
4.687500e+01  1.562500e+01
5.000000e+01  1.562500e+01
0.000000e+00  2.187500e+01
3.125000e+00  2.187500e+01
9.375000e+00  2.187500e+01
1.562500e+01  2.187500e+01
2.187500e+01  2.187500e+01
2.812500e+01  2.187500e+01
3.437500e+01  2.187500e+01
4.062500e+01  2.187500e+01
4.687500e+01  2.187500e+01
5.000000e+01  2.187500e+01
0.000000e+00  2.812500e+01
3.125000e+00  2.812500e+01
9.375000e+00  2.812500e+01
1.562500e+01  2.812500e+01
2.187500e+01  2.812500e+01
2.812500e+01  2.812500e+01
3.437500e+01  2.812500e+01
4.062500e+01  2.812500e+01
4.687500e+01  2.812500e+01
5.000000e+01  2.812500e+01
0.000000e+00  3.437500e+01
3.125000e+00  3.437500e+01
9.375000e+00  3.437500e+01
1.562500e+01  3.437500e+01
2.187500e+01  3.437500e+01
2.812500e+01  3.437500e+01
3.437500e+01  3.437500e+01
4.062500e+01  3.437500e+01
4.687500e+01  3.437500e+01
5.000000e+01  3.437500e+01
0.000000e+00  4.062500e+01
3.125000e+00  4.062500e+01
9.375000e+00  4.062500e+01
1.562500e+01  4.062500e+01
2.187500e+01  4.062500e+01
2.812500e+01  4.062500e+01
3.437500e+01  4.062500e+01
4.062500e+01  4.062500e+01
4.687500e+01  4.062500e+01
5.000000e+01  4.062500e+01
0.000000e+00  4.687500e+01
3.125000e+00  4.687500e+01
9.375000e+00  4.687500e+01
1.562500e+01  4.687500e+01
2.187500e+01  4.687500e+01
2.812500e+01  4.687500e+01
3.437500e+01  4.687500e+01
4.062500e+01  4.687500e+01
4.687500e+01  4.687500e+01
5.000000e+01  4.687500e+01
0.000000e+00  5.000000e+01
3.125000e+00  5.000000e+01
9.375000e+00  5.000000e+01
1.562500e+01  5.000000e+01
2.187500e+01  5.000000e+01
2.812500e+01  5.000000e+01
3.437500e+01  5.000000e+01
4.062500e+01  5.000000e+01
4.687500e+01  5.000000e+01
5.000000e+01  5.000000e+01
