45
2.8175416344814570e+00 2.8175416344814570e+00
1.2500000000000000e+01 2.8175416344814570e+00
2.2182458365518542e+01 2.8175416344814574e+00
2.8175416344814574e+00 1.2500000000000000e+01
1.2500000000000000e+01 1.2500000000000000e+01
2.2182458365518542e+01 1.2499999999999998e+01
2.8175416344814574e+00 2.2182458365518542e+01
1.2499999999999996e+01 2.2182458365518539e+01
2.2182458365518539e+01 2.2182458365518539e+01
2.7817541634481461e+01 2.8175416344814574e+00
3.7499999999999993e+01 2.8175416344814574e+00
4.7182458365518542e+01 2.8175416344814570e+00
2.7817541634481461e+01 1.2500000000000000e+01
3.7500000000000000e+01 1.2500000000000000e+01
4.7182458365518542e+01 1.2500000000000002e+01
2.7817541634481461e+01 2.2182458365518546e+01
3.7500000000000000e+01 2.2182458365518539e+01
4.7182458365518542e+01 2.2182458365518546e+01
2.8175416344814574e+00 2.7817541634481461e+01
1.2500000000000000e+01 2.7817541634481458e+01
2.2182458365518546e+01 2.7817541634481461e+01
2.8175416344814570e+00 3.7499999999999993e+01
1.2500000000000000e+01 3.7500000000000000e+01
2.2182458365518542e+01 3.7500000000000007e+01
2.8175416344814574e+00 4.7182458365518542e+01
1.2500000000000000e+01 4.7182458365518535e+01
2.2182458365518546e+01 4.7182458365518535e+01
2.7817541634481461e+01 2.7817541634481461e+01
3.7500000000000007e+01 2.7817541634481458e+01
4.7182458365518549e+01 2.7817541634481461e+01
2.7817541634481458e+01 3.7500000000000007e+01
3.7500000000000000e+01 3.7500000000000000e+01
4.7182458365518549e+01 3.7499999999999993e+01
2.7817541634481461e+01 4.7182458365518535e+01
3.7499999999999986e+01 4.7182458365518535e+01
4.7182458365518549e+01 4.7182458365518549e+01
1.1002901008903181e+00 2.0264161281858400e-01
1.4832683392928467e+00 2.7317512742669625e-01
1.8662465776953754e+00 3.4370864203480850e-01
8.1861713036537520e-01 8.1861713036537531e-01
1.1035533905932737e+00 1.1035533905932740e+00
1.3884896508211721e+00 1.3884896508211724e+00
2.0264161281858392e-01 1.1002901008903181e+00
2.7317512742669608e-01 1.4832683392928463e+00
3.4370864203480833e-01 1.8662465776953752e+00
