1000    0.3

1

324

3	3

22	22

18	18

0   1   2   3   4   5   6   7   8   9   10   11   12   13   14   15   16   17   18   19   20   21   22   23   24   25   26   27   28   29   30   31   32   33   34   35   36   37   38   39   40   41   42   43   44   45   46   47   48   49   50   51   52   53   54   55   56   57   58   59   60   61   62   63   64   65   66   67   68   69   70   71   72   73   74   75   76   77   78   79   80   81   82   83   84   85   86   87   88   89   90   91   92   93   94   95   96   97   98   99   100   101   102   103   104   105   106   107   108   109   110   111   112   113   114   115   116   117   118   119   120   121   122   123   124   125   126   127   128   129   130   131   132   133   134   135   136   137   138   139   140   141   142   143   144   145   146   147   148   149   150   151   152   153   154   155   156   157   158   159   160   161   162   163   164   165   166   167   168   169   170   171   172   173   174   175   176   177   178   179   180   181   182   183   184   185   186   187   188   189   190   191   192   193   194   195   196   197   198   199   200   201   202   203   204   205   206   207   208   209   210   211   212   213   214   215   216   217   218   219   220   221   222   223   224   225   226   227   228   229   230   231   232   233   234   235   236   237   238   239   240   241   242   243   244   245   246   247   248   249   250   251   252   253   254   255   256   257   258   259   260   261   262   263   264   265   266   267   268   269   270   271   272   273   274   275   276   277   278   279   280   281   282   283   284   285   286   287   288   289   290   291   292   293   294   295   296   297   298   299   300   301   302   303   304   305   306   307   308   309   310   311   312   313   314   315   316   317   318   319   320   321   322   323

70  0   0

0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	6.6666666666666666e-02	1.3333333333333333e-01	2.0000000000000001e-01	2.6666666666666666e-01	3.3333333333333331e-01	4.0000000000000002e-01	4.6666666666666667e-01	5.3333333333333333e-01	5.9999999999999998e-01	6.6666666666666663e-01	7.3333333333333328e-01	8.0000000000000004e-01	8.6666666666666670e-01	9.3333333333333335e-01	1.0000000000000000e+00	1.0000000000000000e+00	1.0000000000000000e+00	1.0000000000000000e+00
0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	0.0000000000000000e+00	6.6666666666666666e-02	1.3333333333333333e-01	2.0000000000000001e-01	2.6666666666666666e-01	3.3333333333333331e-01	4.0000000000000002e-01	4.6666666666666667e-01	5.3333333333333333e-01	5.9999999999999998e-01	6.6666666666666663e-01	7.3333333333333328e-01	8.0000000000000004e-01	8.6666666666666670e-01	9.3333333333333335e-01	1.0000000000000000e+00	1.0000000000000000e+00	1.0000000000000000e+00	1.0000000000000000e+00

0	1.0000000000000000e+00	0.0000000000000000e+00	1.0000000000000000e+00
1	1.0222222222222221e+00	0.0000000000000000e+00	1.0000000000000000e+00
2	1.0666666666666669e+00	0.0000000000000000e+00	9.9999999999999989e-01
3	1.1333333333333331e+00	0.0000000000000000e+00	1.0000000000000002e+00
4	1.2000000000000000e+00	0.0000000000000000e+00	1.0000000000000000e+00
5	1.2666666666666666e+00	0.0000000000000000e+00	1.0000000000000002e+00
6	1.3333333333333335e+00	0.0000000000000000e+00	1.0000000000000000e+00
7	1.4000000000000001e+00	0.0000000000000000e+00	1.0000000000000000e+00
8	1.4666666666666668e+00	0.0000000000000000e+00	1.0000000000000000e+00
9	1.5333333333333332e+00	0.0000000000000000e+00	1.0000000000000000e+00
10	1.6000000000000001e+00	0.0000000000000000e+00	1.0000000000000000e+00
11	1.6666666666666665e+00	0.0000000000000000e+00	1.0000000000000000e+00
12	1.7333333333333334e+00	0.0000000000000000e+00	1.0000000000000000e+00
13	1.8000000000000000e+00	0.0000000000000000e+00	1.0000000000000000e+00
14	1.8666666666666667e+00	0.0000000000000000e+00	1.0000000000000000e+00
15	1.9333333333333331e+00	0.0000000000000000e+00	1.0000000000000000e+00
16	1.9777777777777779e+00	0.0000000000000000e+00	1.0000000000000000e+00
17	2.0000000000000000e+00	0.0000000000000000e+00	1.0000000000000000e+00
18	1.0000000000000000e+00	3.6237852235939373e-02	9.8698252360829097e-01
19	1.0222222222222221e+00	3.7043137841182461e-02	9.8698252360829097e-01
20	1.0666666666666669e+00	3.8653709051668664e-02	9.8698252360829086e-01
21	1.1333333333333331e+00	4.1069565867397941e-02	9.8698252360829120e-01
22	1.2000000000000000e+00	4.3485422683127231e-02	9.8698252360829097e-01
23	1.2666666666666664e+00	4.5901279498856522e-02	9.8698252360829131e-01
24	1.3333333333333337e+00	4.8317136314585833e-02	9.8698252360829097e-01
25	1.4000000000000001e+00	5.0732993130315117e-02	9.8698252360829097e-01
26	1.4666666666666668e+00	5.3148849946044394e-02	9.8698252360829097e-01
27	1.5333333333333332e+00	5.5564706761773698e-02	9.8698252360829097e-01
28	1.6000000000000001e+00	5.7980563577502975e-02	9.8698252360829097e-01
29	1.6666666666666665e+00	6.0396420393232272e-02	9.8698252360829097e-01
30	1.7333333333333334e+00	6.2812277208961556e-02	9.8698252360829097e-01
31	1.8000000000000003e+00	6.5228134024690854e-02	9.8698252360829097e-01
32	1.8666666666666669e+00	6.7643990840420137e-02	9.8698252360829097e-01
33	1.9333333333333331e+00	7.0059847656149435e-02	9.8698252360829097e-01
34	1.9777777777777779e+00	7.1670418866635638e-02	9.8698252360829097e-01
35	2.0000000000000000e+00	7.2475704471878746e-02	9.8698252360829097e-01
36	9.9752316403610142e-01	1.0898078241153468e-01	9.6268323434376757e-01
37	1.0196903454591260e+00	1.1140257757623542e-01	9.6268323434376757e-01
38	1.0640247083051748e+00	1.1624616790563701e-01	9.6268323434376746e-01
39	1.1305262525742479e+00	1.2351155339973924e-01	9.6268323434376790e-01
40	1.1970277968433216e+00	1.3077693889384159e-01	9.6268323434376768e-01
41	1.2635293411123949e+00	1.3804232438794389e-01	9.6268323434376790e-01
42	1.3300308853814686e+00	1.4530770988204622e-01	9.6268323434376768e-01
43	1.3965324296505421e+00	1.5257309537614852e-01	9.6268323434376768e-01
44	1.4630339739196156e+00	1.5983848087025082e-01	9.6268323434376757e-01
45	1.5295355181886889e+00	1.6710386636435318e-01	9.6268323434376757e-01
46	1.5960370624577624e+00	1.7436925185845542e-01	9.6268323434376757e-01
47	1.6625386067268355e+00	1.8163463735255775e-01	9.6268323434376768e-01
48	1.7290401509959090e+00	1.8890002284666008e-01	9.6268323434376757e-01
49	1.7955416952649828e+00	1.9616540834076240e-01	9.6268323434376757e-01
50	1.8620432395340563e+00	2.0343079383486470e-01	9.6268323434376757e-01
51	1.9285447838031291e+00	2.1069617932896706e-01	9.6268323434376757e-01
52	1.9728791466491786e+00	2.1553976965836857e-01	9.6268323434376757e-01
53	1.9950463280722028e+00	2.1796156482306936e-01	9.6268323434376757e-01
54	9.8554779636091716e-01	2.1668531258097182e-01	9.3144129100366602e-01
55	1.0074488585022707e+00	2.2150054174943781e-01	9.3144129100366602e-01
56	1.0512509827849783e+00	2.3113100008636997e-01	9.3144129100366602e-01
57	1.1169541692090394e+00	2.4557668759176798e-01	9.3144129100366624e-01
58	1.1826573556331006e+00	2.6002237509716608e-01	9.3144129100366613e-01
59	1.2483605420571617e+00	2.7446806260256429e-01	9.3144129100366624e-01
60	1.3140637284812229e+00	2.8891375010796239e-01	9.3144129100366613e-01
61	1.3797669149052840e+00	3.0335943761336048e-01	9.3144129100366613e-01
62	1.4454701013293452e+00	3.1780512511875864e-01	9.3144129100366602e-01
63	1.5111732877534061e+00	3.3225081262415673e-01	9.3144129100366602e-01
64	1.5768764741774675e+00	3.4669650012955483e-01	9.3144129100366602e-01
65	1.6425796606015286e+00	3.6114218763495293e-01	9.3144129100366613e-01
66	1.7082828470255897e+00	3.7558787514035108e-01	9.3144129100366602e-01
67	1.7739860334496511e+00	3.9003356264574923e-01	9.3144129100366602e-01
68	1.8396892198737120e+00	4.0447925015114738e-01	9.3144129100366602e-01
69	1.9053924062977732e+00	4.1892493765654554e-01	9.3144129100366602e-01
70	1.9491945305804808e+00	4.2855539599347758e-01	9.3144129100366602e-01
71	1.9710955927218343e+00	4.3337062516194363e-01	9.3144129100366602e-01
72	9.6423060079806988e-01	3.2282341109160467e-01	9.0540633822024796e-01
73	9.8565794748247137e-01	3.2999726467141799e-01	9.0540633822024796e-01
74	1.0285126408512746e+00	3.4434497183104490e-01	9.0540633822024796e-01
75	1.0927946809044791e+00	3.6586653257048513e-01	9.0540633822024819e-01
76	1.1570767209576840e+00	3.8738809330992552e-01	9.0540633822024796e-01
77	1.2213587610108887e+00	4.0890965404936580e-01	9.0540633822024819e-01
78	1.2856408010640934e+00	4.3043121478880614e-01	9.0540633822024796e-01
79	1.3499228411172981e+00	4.5195277552824648e-01	9.0540633822024796e-01
80	1.4142048811705026e+00	4.7347433626768659e-01	9.0540633822024796e-01
81	1.4784869212237073e+00	4.9499589700712704e-01	9.0540633822024796e-01
82	1.5427689612769120e+00	5.1651745774656721e-01	9.0540633822024796e-01
83	1.6070510013301165e+00	5.3803901848600766e-01	9.0540633822024796e-01
84	1.6713330413833212e+00	5.5956057922544788e-01	9.0540633822024796e-01
85	1.7356150814365261e+00	5.8108213996488822e-01	9.0540633822024796e-01
86	1.7998971214897304e+00	6.0260370070432867e-01	9.0540633822024796e-01
87	1.8641791615429351e+00	6.2412526144376890e-01	9.0540633822024796e-01
88	1.9070338549117385e+00	6.3847296860339575e-01	9.0540633822024796e-01
89	1.9284612015961398e+00	6.4564682218320935e-01	9.0540633822024796e-01
90	9.3273074790848387e-01	4.2577487843608519e-01	8.8457837599351385e-01
91	9.5345809786200564e-01	4.3523654240133147e-01	8.8457837599351385e-01
92	9.9491279776904973e-01	4.5415987033182437e-01	8.8457837599351363e-01
93	1.0570948476296147e+00	4.8254486222756310e-01	8.8457837599351408e-01
94	1.1192768974901806e+00	5.1092985412330227e-01	8.8457837599351385e-01
95	1.1814589473507462e+00	5.3931484601904123e-01	8.8457837599351408e-01
96	1.2436409972113120e+00	5.6769983791478029e-01	8.8457837599351385e-01
97	1.3058230470718777e+00	5.9608482981051925e-01	8.8457837599351385e-01
98	1.3680050969324431e+00	6.2446982170625820e-01	8.8457837599351385e-01
99	1.4301871467930085e+00	6.5285481360199737e-01	8.8457837599351385e-01
100	1.4923691966535744e+00	6.8123980549773633e-01	8.8457837599351385e-01
101	1.5545512465141396e+00	7.0962479739347550e-01	8.8457837599351385e-01
102	1.6167332963747054e+00	7.3800978928921435e-01	8.8457837599351385e-01
103	1.6789153462352711e+00	7.6639478118495341e-01	8.8457837599351385e-01
104	1.7410973960958365e+00	7.9477977308069248e-01	8.8457837599351385e-01
105	1.8032794459564028e+00	8.2316476497643165e-01	8.8457837599351363e-01
106	1.8447341458634461e+00	8.4208809290692410e-01	8.8457837599351385e-01
107	1.8654614958169677e+00	8.5154975687217038e-01	8.8457837599351385e-01
108	8.9048281711084842e-01	5.2385933034654109e-01	8.6895740432346291e-01
109	9.1027132415775591e-01	5.3550064879868642e-01	8.6895740432346291e-01
110	9.4984833825157167e-01	5.5878328570297731e-01	8.6895740432346280e-01
111	1.0092138593922946e+00	5.9370724105941319e-01	8.6895740432346313e-01
112	1.0685793805330179e+00	6.2863119641584930e-01	8.6895740432346291e-01
113	1.1279449016737411e+00	6.6355515177228541e-01	8.6895740432346324e-01
114	1.1873104228144646e+00	6.9847910712872163e-01	8.6895740432346291e-01
115	1.2466759439551878e+00	7.3340306248515774e-01	8.6895740432346291e-01
116	1.3060414650959109e+00	7.6832701784159363e-01	8.6895740432346291e-01
117	1.3654069862366340e+00	8.0325097319802985e-01	8.6895740432346291e-01
118	1.4247725073773572e+00	8.3817492855446563e-01	8.6895740432346291e-01
119	1.4841380285180805e+00	8.7309888391090174e-01	8.6895740432346291e-01
120	1.5435035496588037e+00	9.0802283926733784e-01	8.6895740432346291e-01
121	1.6028690707995270e+00	9.4294679462377384e-01	8.6895740432346291e-01
