label=Displacement
num_items=200

0:	0.000000e+00 0.000000e+00 
164:	9.781361e-04 2.910732e-03 
165:	9.451329e-04 1.951290e-03 
166:	7.630483e-04 1.154550e-03 
167:	4.519943e-04 5.027526e-04 
168:	1.626020e-04 1.556325e-04 
169:	0.000000e+00 0.000000e+00 
170:	-4.104984e-04 7.502436e-03 
171:	-1.778469e-04 7.129672e-03 
172:	1.914389e-04 6.299922e-03 
173:	4.945195e-04 5.028048e-03 
174:	6.172752e-04 3.822117e-03 
175:	6.101687e-04 2.710631e-03 
176:	5.018246e-04 1.700110e-03 
177:	3.065279e-04 7.891497e-04 
178:	1.175146e-04 2.495647e-04 
179:	0.000000e+00 0.000000e+00 
180:	-1.342919e-04 7.590991e-03 
181:	-6.067015e-05 7.244227e-03 
182:	6.102938e-05 6.470387e-03 
183:	1.622774e-04 5.243433e-03 
184:	2.043812e-04 4.040715e-03 
185:	2.024665e-04 2.903613e-03 
186:	1.647093e-04 1.848711e-03 
187:	9.367116e-05 8.798763e-04 
188:	2.844687e-05 2.863187e-04 
189:	0.000000e+00 0.000000e+00 
190:	0.000000e+00 7.575733e-03 
191:	0.000000e+00 7.227619e-03 
192:	0.000000e+00 6.452143e-03 
193:	0.000000e+00 5.218891e-03 
194:	0.000000e+00 4.010184e-03 
195:	0.000000e+00 2.866779e-03 
196:	0.000000e+00 1.807263e-03 
197:	0.000000e+00 8.413741e-04 
198:	0.000000e+00 2.679466e-04 
199:	0.000000e+00 0.000000e+00 
