xi	eta	x	y	stress_vm
 0.0000000000e+00	 0.0000000000e+00	 1.0000000000e+00	 0.0000000000e+00	 1.8336385034e+01
 0.0000000000e+00	 1.4286000000e-02	 9.9983382185e-01	 2.3018797407e-02	 1.8367800357e+01
 0.0000000000e+00	 2.8572000000e-02	 9.9932755992e-01	 4.6082152713e-02	 1.8392338998e+01
 0.0000000000e+00	 4.2858000000e-02	 9.9846971248e-01	 6.9177695236e-02	 1.8408968069e+01
 0.0000000000e+00	 5.7144000000e-02	 9.9724892368e-01	 9.2292602777e-02	 1.8416598496e+01
 0.0000000000e+00	 7.1430000000e-02	 9.9565401780e-01	 1.1541361525e-01	 1.8414085535e+01
 0.0000000000e+00	 8.5716000000e-02	 9.9367403434e-01	 1.3852705063e-01	 1.8400230404e+01
 0.0000000000e+00	 1.0000200000e-01	 9.9129826399e-01	 1.6161882325e-01	 1.8373783115e+01
 0.0000000000e+00	 1.1428800000e-01	 9.8851628533e-01	 1.8467446446e-01	 1.8333446684e+01
 0.0000000000e+00	 1.2857400000e-01	 9.8531800201e-01	 2.0767914567e-01	 1.8277882881e+01
 0.0000000000e+00	 1.4286000000e-01	 9.8169368030e-01	 2.3061770384e-01	 1.8205719749e+01
 1.4286000000e-02	 0.0000000000e+00	 1.0142857623e+00	 0.0000000000e+00	 1.7916328104e+01
 1.4286000000e-02	 1.4286000000e-02	 1.0141172102e+00	 2.3347638476e-02	 1.7935894275e+01
 1.4286000000e-02	 2.8572000000e-02	 1.0136037159e+00	 4.6740471396e-02	 1.7948193449e+01
 1.4286000000e-02	 4.2858000000e-02	 1.0127336135e+00	 7.0165951353e-02	 1.7952173022e+01
 1.4286000000e-02	 5.7144000000e-02	 1.0114953848e+00	 9.3611072970e-02	 1.7946723388e+01
 1.4286000000e-02	 7.1430000000e-02	 1.0098776945e+00	 1.1706238673e-01	 1.7930678578e+01
 1.4286000000e-02	 8.5716000000e-02	 1.0078694254e+00	 1.4050601516e-01	 1.7902817706e+01
 1.4286000000e-02	 1.0000200000e-01	 1.0054597154e+00	 1.6392767136e-01	 1.7861867346e+01
 1.4286000000e-02	 1.1428800000e-01	 1.0026379941e+00	 1.8731267998e-01	 1.7806504942e+01
 1.4286000000e-02	 1.2857400000e-01	 9.9939402083e-01	 2.1064600060e-01	 1.7735363427e+01
 1.4286000000e-02	 1.4286000000e-01	 9.9571792291e-01	 2.3391225356e-01	 1.7647037238e+01
 2.8572000000e-02	 0.0000000000e+00	 1.0285716130e+00	 0.0000000000e+00	 1.7508164819e+01
 2.8572000000e-02	 1.4286000000e-02	 1.0284006869e+00	 2.3676481579e-02	 1.7518107243e+01
 2.8572000000e-02	 2.8572000000e-02	 1.0278799602e+00	 4.7398794148e-02	 1.7520425048e+01
 2.8572000000e-02	 4.2858000000e-02	 1.0269976027e+00	 7.1154213578e-02	 1.7514050171e+01
 2.8572000000e-02	 5.7144000000e-02	 1.0257419340e+00	 9.4929551314e-02	 1.7497858841e+01
 2.8572000000e-02	 7.1430000000e-02	 1.0241014591e+00	 1.1871116841e-01	 1.7470672198e+01
 2.8572000000e-02	 8.5716000000e-02	 1.0220649043e+00	 1.4248499193e-01	 1.7431257519e+01
 2.8572000000e-02	 1.0000200000e-01	 1.0196212544e+00	 1.6623653374e-01	 1.7378330144e+01
 2.8572000000e-02	 1.1428800000e-01	 1.0167597901e+00	 1.8995091181e-01	 1.7310556195e+01
 2.8572000000e-02	 1.2857400000e-01	 1.0134701267e+00	 2.1361287387e-01	 1.7226556231e+01
 2.8572000000e-02	 1.4286000000e-01	 1.0097422522e+00	 2.3720682365e-01	 1.7124910003e+01
 4.2858000000e-02	 0.0000000000e+00	 1.0428575404e+00	 0.0000000000e+00	 1.7112406521e+01
 4.2858000000e-02	 1.4286000000e-02	 1.0426842402e+00	 2.4005326445e-02	 1.7114680657e+01
 4.2858000000e-02	 2.8572000000e-02	 1.0421562812e+00	 4.8057120433e-02	 1.7109007734e+01
 4.2858000000e-02	 4.2858000000e-02	 1.0412616685e+00	 7.2142481105e-02	 1.7094309761e+01
 4.2858000000e-02	 5.7144000000e-02	 1.0399885597e+00	 9.6248036731e-02	 1.7069455842e+01
 4.2858000000e-02	 7.1430000000e-02	 1.0383253001e+00	 1.2035995893e-01	 1.7033262720e+01
 4.2858000000e-02	 8.5716000000e-02	 1.0362604594e+00	 1.4446397931e-01	 1.6984495789e+01
 4.2858000000e-02	 1.0000200000e-01	 1.0337828694e+00	 1.6854540851e-01	 1.6921870637e+01
 4.2858000000e-02	 1.1428800000e-01	 1.0308816619e+00	 1.9258915780e-01	 1.6844055230e+01
 4.2858000000e-02	 1.2857400000e-01	 1.0275463081e+00	 2.1657976306e-01	 1.6749672831e+01
 4.2858000000e-02	 1.4286000000e-01	 1.0237666568e+00	 2.4050141141e-01	 1.6637305797e+01
 5.7144000000e-02	 0.0000000000e+00	 1.0571435327e+00	 0.0000000000e+00	 1.6729535084e+01
 5.7144000000e-02	 1.4286000000e-02	 1.0569678585e+00	 2.4334172807e-02	 1.6725837422e+01
