2304
2.1103276811514977e-02 2.1103276811514977e-02
1.0587206672929217e-01 2.1103276811514984e-02
2.3793150434900096e-01 2.1103276811514977e-02
3.8706849565099910e-01 2.1103276811514981e-02
5.1912793327070794e-01 2.1103276811514981e-02
6.0389672318848497e-01 2.1103276811514981e-02
2.1103276811514984e-02 1.0587206672929217e-01
1.0587206672929218e-01 1.0587206672929218e-01
2.3793150434900096e-01 1.0587206672929217e-01
3.8706849565099910e-01 1.0587206672929218e-01
5.1912793327070772e-01 1.0587206672929216e-01
6.0389672318848509e-01 1.0587206672929217e-01
2.1103276811514984e-02 2.3793150434900098e-01
1.0587206672929217e-01 2.3793150434900096e-01
2.3793150434900096e-01 2.3793150434900096e-01
3.8706849565099910e-01 2.3793150434900093e-01
5.1912793327070783e-01 2.3793150434900096e-01
6.0389672318848497e-01 2.3793150434900096e-01
2.1103276811514981e-02 3.8706849565099910e-01
1.0587206672929214e-01 3.8706849565099899e-01
2.3793150434900096e-01 3.8706849565099910e-01
3.8706849565099893e-01 3.8706849565099899e-01
5.1912793327070794e-01 3.8706849565099910e-01
6.0389672318848497e-01 3.8706849565099904e-01
2.1103276811514984e-02 5.1912793327070794e-01
1.0587206672929216e-01 5.1912793327070772e-01
2.3793150434900096e-01 5.1912793327070794e-01
3.8706849565099904e-01 5.1912793327070794e-01
5.1912793327070783e-01 5.1912793327070783e-01
6.0389672318848509e-01 5.1912793327070794e-01
2.1103276811514981e-02 6.0389672318848497e-01
1.0587206672929218e-01 6.0389672318848509e-01
2.3793150434900096e-01 6.0389672318848486e-01
3.8706849565099904e-01 6.0389672318848497e-01
5.1912793327070783e-01 6.0389672318848509e-01
6.0389672318848497e-01 6.0389672318848497e-01
6.4610327681151491e-01 2.1103276811514981e-02
7.3087206672929206e-01 2.1103276811514981e-02
8.6293150434900101e-01 2.1103276811514984e-02
1.0120684956509991e+00 2.1103276811514984e-02
1.1441279332707077e+00 2.1103276811514981e-02
1.2288967231884851e+00 2.1103276811514981e-02
6.4610327681151491e-01 1.0587206672929217e-01
7.3087206672929228e-01 1.0587206672929217e-01
8.6293150434900112e-01 1.0587206672929217e-01
1.0120684956509991e+00 1.0587206672929218e-01
1.1441279332707077e+00 1.0587206672929214e-01
1.2288967231884851e+00 1.0587206672929216e-01
6.4610327681151491e-01 2.3793150434900096e-01
7.3087206672929217e-01 2.3793150434900096e-01
8.6293150434900101e-01 2.3793150434900098e-01
1.0120684956509989e+00 2.3793150434900098e-01
1.1441279332707079e+00 2.3793150434900096e-01
1.2288967231884853e+00 2.3793150434900098e-01
6.4610327681151491e-01 3.8706849565099910e-01
7.3087206672929228e-01 3.8706849565099904e-01
8.6293150434900101e-01 3.8706849565099910e-01
1.0120684956509991e+00 3.8706849565099904e-01
1.1441279332707079e+00 3.8706849565099916e-01
1.2288967231884853e+00 3.8706849565099910e-01
6.4610327681151503e-01 5.1912793327070794e-01
7.3087206672929206e-01 5.1912793327070783e-01
8.6293150434900112e-01 5.1912793327070794e-01
1.0120684956509989e+00 5.1912793327070794e-01
1.1441279332707079e+00 5.1912793327070794e-01
1.2288967231884851e+00 5.1912793327070783e-01
6.4610327681151480e-01 6.0389672318848497e-01
7.3087206672929217e-01 6.0389672318848509e-01
8.6293150434900112e-01 6.0389672318848509e-01
1.0120684956509991e+00 6.0389672318848497e-01
1.1441279332707077e+00 6.0389672318848509e-01
1.2288967231884851e+00 6.0389672318848497e-01
1.2711032768115149e+00 2.1103276811514981e-02
1.3558720667292925e+00 2.1103276811514981e-02
1.4879315043490011e+00 2.1103276811514984e-02
1.6370684956509991e+00 2.1103276811514984e-02
1.7691279332707079e+00 2.1103276811514981e-02
1.8538967231884851e+00 2.1103276811514981e-02
1.2711032768115149e+00 1.0587206672929217e-01
1.3558720667292925e+00 1.0587206672929217e-01
1.4879315043490011e+00 1.0587206672929217e-01
1.6370684956509993e+00 1.0587206672929218e-01
1.7691279332707077e+00 1.0587206672929217e-01
1.8538967231884849e+00 1.0587206672929216e-01
1.2711032768115149e+00 2.3793150434900096e-01
1.3558720667292921e+00 2.3793150434900090e-01
1.4879315043490011e+00 2.3793150434900098e-01
1.6370684956509991e+00 2.3793150434900098e-01
1.7691279332707079e+00 2.3793150434900093e-01
1.8538967231884853e+00 2.3793150434900098e-01
1.2711032768115151e+00 3.8706849565099910e-01
1.3558720667292923e+00 3.8706849565099910e-01
1.4879315043490011e+00 3.8706849565099910e-01
1.6370684956509991e+00 3.8706849565099904e-01
1.7691279332707077e+00 3.8706849565099904e-01
1.8538967231884855e+00 3.8706849565099910e-01
1.2711032768115151e+00 5.1912793327070794e-01
1.3558720667292923e+00 5.1912793327070783e-01
1.4879315043490011e+00 5.1912793327070794e-01
1.6370684956509991e+00 5.1912793327070794e-01
1.7691279332707075e+00 5.1912793327070794e-01
1.8538967231884849e+00 5.1912793327070783e-01
1.2711032768115147e+00 6.0389672318848497e-01
1.3558720667292921e+00 6.0389672318848509e-01
1.4879315043490011e+00 6.0389672318848509e-01
1.6370684956509991e+00 6.0389672318848497e-01
1.7691279332707079e+00 6.0389672318848520e-01
1.8538967231884849e+00 6.0389672318848497e-01
1.8961032768115149e+00 2.1103276811514981e-02
1.9808720667292925e+00 2.1103276811514981e-02
2.1129315043490013e+00 2.1103276811514984e-02
2.2620684956509995e+00 2.1103276811514984e-02
2.3941279332707079e+00 2.1103276811514981e-02
2.4788967231884849e+00 2.1103276811514981e-02
1.8961032768115151e+00 1.0587206672929217e-01
1.9808720667292925e+00 1.0587206672929217e-01
2.1129315043490013e+00 1.0587206672929217e-01
2.2620684956509991e+00 1.0587206672929218e-01
2.3941279332707079e+00 1.0587206672929217e-01
2.4788967231884849e+00 1.0587206672929216e-01
1.8961032768115151e+00 2.3793150434900096e-01
1.9808720667292923e+00 2.3793150434900090e-01
2.1129315043490013e+00 2.3793150434900098e-01
2.2620684956509991e+00 2.3793150434900098e-01
2.3941279332707079e+00 2.3793150434900093e-01
2.4788967231884858e+00 2.3793150434900098e-01
1.8961032768115149e+00 3.8706849565099910e-01
1.9808720667292925e+00 3.8706849565099910e-01
2.1129315043490009e+00 3.8706849565099910e-01
2.2620684956509987e+00 3.8706849565099904e-01
2.3941279332707075e+00 3.8706849565099904e-01
2.4788967231884849e+00 3.8706849565099910e-01
1.8961032768115151e+00 5.1912793327070794e-01
1.9808720667292918e+00 5.1912793327070783e-01
2.1129315043490009e+00 5.1912793327070794e-01
2.2620684956509991e+00 5.1912793327070794e-01
2.3941279332707075e+00 5.1912793327070794e-01
2.4788967231884853e+00 5.1912793327070783e-01
1.8961032768115149e+00 6.0389672318848497e-01
1.9808720667292921e+00 6.0389672318848509e-01
2.1129315043490013e+00 6.0389672318848509e-01
2.2620684956509995e+00 6.0389672318848497e-01
2.3941279332707079e+00 6.0389672318848520e-01
2.4788967231884853e+00 6.0389672318848497e-01
2.5211032768115151e+00 2.1103276811514981e-02
2.6058720667292925e+00 2.1103276811514981e-02
2.7379315043490013e+00 2.1103276811514984e-02
2.8870684956509991e+00 2.1103276811514984e-02
3.0191279332707079e+00 2.1103276811514981e-02
3.1038967231884849e+00 2.1103276811514981e-02
2.5211032768115151e+00 1.0587206672929217e-01
2.6058720667292925e+00 1.0587206672929217e-01
2.7379315043490013e+00 1.0587206672929217e-01
2.8870684956509991e+00 1.0587206672929218e-01
3.0191279332707079e+00 1.0587206672929217e-01
3.1038967231884853e+00 1.0587206672929216e-01
2.5211032768115151e+00 2.3793150434900096e-01
2.6058720667292921e+00 2.3793150434900090e-01
2.7379315043490009e+00 2.3793150434900098e-01
2.8870684956509991e+00 2.3793150434900098e-01
3.0191279332707075e+00 2.3793150434900093e-01
3.1038967231884858e+00 2.3793150434900098e-01
2.5211032768115151e+00 3.8706849565099910e-01
2.6058720667292929e+00 3.8706849565099910e-01
2.7379315043490009e+00 3.8706849565099910e-01
2.8870684956509987e+00 3.8706849565099904e-01
3.0191279332707084e+00 3.8706849565099904e-01
3.1038967231884853e+00 3.8706849565099910e-01
2.5211032768115147e+00 5.1912793327070794e-01
2.6058720667292921e+00 5.1912793327070783e-01
2.7379315043490009e+00 5.1912793327070794e-01
2.8870684956509991e+00 5.1912793327070794e-01
3.0191279332707075e+00 5.1912793327070794e-01
3.1038967231884849e+00 5.1912793327070783e-01
2.5211032768115142e+00 6.0389672318848497e-01
2.6058720667292921e+00 6.0389672318848509e-01
2.7379315043490013e+00 6.0389672318848509e-01
2.8870684956509991e+00 6.0389672318848497e-01
3.0191279332707079e+00 6.0389672318848520e-01
3.1038967231884853e+00 6.0389672318848497e-01
3.1461032768115151e+00 2.1103276811514981e-02
3.2308720667292925e+00 2.1103276811514981e-02
3.3629315043490013e+00 2.1103276811514984e-02
3.5120684956509991e+00 2.1103276811514984e-02
3.6441279332707084e+00 2.1103276811514981e-02
3.7288967231884853e+00 2.1103276811514981e-02
3.1461032768115156e+00 1.0587206672929217e-01
3.2308720667292925e+00 1.0587206672929217e-01
3.3629315043490013e+00 1.0587206672929217e-01
3.5120684956509995e+00 1.0587206672929218e-01
3.6441279332707079e+00 1.0587206672929217e-01
3.7288967231884849e+00 1.0587206672929216e-01
3.1461032768115147e+00 2.3793150434900096e-01
3.2308720667292921e+00 2.3793150434900090e-01
3.3629315043490013e+00 2.3793150434900098e-01
3.5120684956509995e+00 2.3793150434900098e-01
3.6441279332707075e+00 2.3793150434900093e-01
3.7288967231884853e+00 2.3793150434900098e-01
3.1461032768115147e+00 3.8706849565099910e-01
3.2308720667292925e+00 3.8706849565099910e-01
3.3629315043490009e+00 3.8706849565099910e-01
3.5120684956509991e+00 3.8706849565099904e-01
3.6441279332707079e+00 3.8706849565099904e-01
3.7288967231884849e+00 3.8706849565099910e-01
3.1461032768115156e+00 5.1912793327070794e-01
3.2308720667292916e+00 5.1912793327070783e-01
3.3629315043490005e+00 5.1912793327070794e-01
3.5120684956509991e+00 5.1912793327070794e-01
3.6441279332707075e+00 5.1912793327070794e-01
3.7288967231884853e+00 5.1912793327070783e-01
3.1461032768115142e+00 6.0389672318848497e-01
3.2308720667292925e+00 6.0389672318848509e-01
3.3629315043490013e+00 6.0389672318848509e-01
3.5120684956509991e+00 6.0389672318848497e-01
3.6441279332707079e+00 6.0389672318848520e-01
3.7288967231884840e+00 6.0389672318848497e-01
3.7711032768115151e+00 2.1103276811514981e-02
3.8558720667292929e+00 2.1103276811514981e-02
3.9879315043490013e+00 2.1103276811514984e-02
4.1370684956509987e+00 2.1103276811514984e-02
4.2691279332707079e+00 2.1103276811514981e-02
